userID;fecha
FakeUser42;13/05/2024_13:23
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1715599438,34876;,10038;Test1;ENTRA_HEAD;Platform
1715599447,42357;9,17522;Test1;SALE_HEAD;Center Wall
1715599447,53458;9,28665;Test1;ENTRA_HEAD;Left Wall
1715599448,87212;10,62374;Test1;SALE_HEAD;Left Wall
1715599449,20584;10,95764;Test1;ENTRA_HEAD;Limit (3)
1715599450,69555;12,44814;Test1;SALE_HEAD;Grass
1715599450,72396;12,47596;Test1;ENTRA_HEAD;Limit (3)
1715599450,73788;12,49002;Test1;SALE_HEAD;Limit (3)
1715599451,09984;12,85165;Test1;ENTRA_HEAD;Left Wall
1715599454,09363;15,84537;Test1;SALE_HEAD;Left Wall
1715599454,26055;16,01236;Test1;ENTRA_HEAD;Limit (23)
1715599455,63805;17,39053;Test1;SALE_HEAD;Limit (23)
1715599455,70724;17,45981;Test1;ENTRA_HEAD;Left Wall
1715599457,51718;19,26973;Test1;SALE_HEAD;Left Wall
1715599457,69876;19,45087;Test1;ENTRA_HEAD;Left Wall
1715599458,50579;20,25822;Test1;SALE_HEAD;Left Wall
1715599458,61835;20,37039;Test1;ENTRA_HEAD;Limit (3)
1715599460,13532;21,88744;Test1;SALE_HEAD;Limit (3)
1715599460,23304;21,98503;Test1;ENTRA_HEAD;Left Wall
1715599469,96494;31,71672;Test1;SALE_HEAD;Bottom Socket
1715599469,99180;31,74450;Test1;ENTRA_HEAD;Bottom Socket
1715599470,20101;31,95358;Test1;SALE_HEAD;Bottom Socket
1715599470,29801;32,05073;Test1;ENTRA_HEAD;Limit (23)
1715599471,63547;33,38728;Test1;SALE_HEAD;Limit (3)
1715599472,08101;33,83281;Test1;ENTRA_HEAD;Left Wall
1715599472,23323;33,98598;Test1;SALE_HEAD;Left Wall
1715599472,26161;34,01382;Test1;ENTRA_HEAD;ForwardBlock(Clone)
1715599473,20754;34,96015;Test1;SALE_HEAD;ForwardBlock(Clone)
1715599473,36165;35,11369;Test1;ENTRA_HEAD;Limit (23)
1715599481,32505;43,07716;Test1;SALE_HEAD;Limit (3)
1715599481,40759;43,16035;Test1;ENTRA_HEAD;Bottom Socket
1715599481,47724;43,22997;Test1;SALE_HEAD;Bottom Socket
1715599481,78497;43,53692;Test1;ENTRA_HEAD;Left Wall
1715599486,66559;48,41841;Test1;SALE_HEAD;Left Wall
