userID;fecha
FakeUser42;13/05/2024_13:30
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1715599820,54845;,10329;Test1;ENTRA_HEAD;Platform
1715599829,81540;9,37012;Test1;SALE_HEAD;Center Wall
1715599830,20204;9,75686;Test1;ENTRA_HEAD;Left Wall
1715599831,23278;10,78763;Test1;SALE_HEAD;Left Wall
1715599831,66525;11,21946;Test1;ENTRA_HEAD;Limit (23)
1715599833,83705;13,39211;Test1;SALE_HEAD;Limit (23)
1715599836,12191;15,67651;Test1;ENTRA_HEAD;Limit (23)
1715599838,16766;17,72277;Test1;SALE_HEAD;Limit (3)
1715599838,36394;17,91903;Test1;ENTRA_HEAD;Left Wall
1715599838,75309;18,30796;Test1;SALE_HEAD;Left Wall
1715599838,82280;18,37777;Test1;ENTRA_HEAD;ForwardBlock(Clone)
1715599838,86472;18,41945;Test1;SALE_HEAD;ForwardBlock(Clone)
1715599839,21210;18,76690;Test1;ENTRA_HEAD;Left Wall
1715599840,38303;19,93738;Test1;SALE_HEAD;Left Wall
1715599840,59062;20,14524;Test1;ENTRA_HEAD;Limit (3)
1715599842,37285;21,92789;Test1;SALE_HEAD;Limit (3)
1715599842,58162;22,13655;Test1;ENTRA_HEAD;Left Wall
1715599842,69329;22,24804;Test1;SALE_HEAD;Left Wall
1715599843,44482;22,99965;Test1;ENTRA_HEAD;Grass
1715599845,90924;25,46367;Test1;SALE_HEAD;Grass
1715599846,02111;25,57535;Test1;ENTRA_HEAD;Left Wall
1715599846,08955;25,64444;Test1;SALE_HEAD;Left Wall
1715599847,59400;27,14863;Test1;ENTRA_HEAD;Grass
1715599848,66599;28,22092;Test1;SALE_HEAD;Grass
1715599851,08815;30,64283;Test1;ENTRA_HEAD;Grass
1715599851,82624;31,38085;Test1;SALE_HEAD;Limit (23)
1715599852,06308;31,61802;Test1;ENTRA_HEAD;Limit (23)
1715599859,55253;39,10717;Test1;SALE_HEAD;Grass
1715599859,74825;39,30258;Test1;ENTRA_HEAD;Platform
1715599862,74202;42,29705;Test1;SALE_HEAD;Left Wall
1715599862,95920;42,51395;Test1;ENTRA_HEAD;Left Wall
1715599862,97354;42,52810;Test1;SALE_HEAD;Left Wall
1715599862,98622;42,54116;Test1;ENTRA_HEAD;Left Wall
1715599864,63061;44,18583;Test1;SALE_HEAD;Left Wall
1715599864,74309;44,29799;Test1;ENTRA_HEAD;Left Wall
1715599864,75642;44,31149;Test1;SALE_HEAD;Left Wall
1715599864,78736;44,34255;Test1;ENTRA_HEAD;Left Wall
1715599865,07760;44,63235;Test1;SALE_HEAD;Left Wall
1715599865,10568;44,66000;Test1;ENTRA_HEAD;Left Wall
1715599865,18866;44,74379;Test1;SALE_HEAD;Left Wall
1715599865,23075;44,78517;Test1;ENTRA_HEAD;Left Wall
1715599865,30002;44,85486;Test1;SALE_HEAD;Left Wall
1715599865,34200;44,89676;Test1;ENTRA_HEAD;Left Wall
