userID;fecha
anom;29/10/2024_09:12
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1730189537,81641;,23946;Test1;ENTRA_HEAD;Center Wall: Part of Player Area
1730189539,96930;2,39271;Test1;SALE_HEAD;Center Wall: Part of Player Area
1730189573,67899;36,10257;Test1;ENTRA_HEAD;Grass: Part of the level
1730189575,65420;38,07751;Test1;SALE_HEAD;Limit (15): Part of the level
1730189575,71112;38,13424;Test1;ENTRA_HEAD;Limit (14): Part of the level
1730189576,17000;38,59381;Test1;SALE_HEAD;Limit (6): Part of the level
1730189576,18478;38,60766;Test1;ENTRA_HEAD;ForwardBlock(Clone): Part of a Block
1730189577,08990;39,51305;Test1;SALE_HEAD;Col (4): Part of Limits
1730189577,75746;40,18105;Test1;ENTRA_HEAD;Limit (5): Part of the level
1730189579,54112;41,96490;Test1;SALE_HEAD;Limit (13): Part of the level
1730189579,55483;41,97796;Test1;ENTRA_HEAD;Limit (14): Part of the level
1730189579,77724;42,20088;Test1;SALE_HEAD;Limit (20): Part of the level
1730189579,87512;42,29832;Test1;ENTRA_HEAD;Col (3): Part of Limits
1730189582,32648;44,74974;Test1;SALE_HEAD;Col (3): Part of Limits
1730189584,69230;47,11582;Test1;ENTRA_HEAD;ForwardBlock(Clone): Part of a Block
1730189584,98481;47,40818;Test1;SALE_HEAD;ForwardBlock(Clone): Part of a Block
1730189585,40273;47,82611;Test1;ENTRA_HEAD;Limit (14): Part of the level
1730189585,50033;47,92405;Test1;SALE_HEAD;Limit (14): Part of the level
1730189585,52890;47,95195;Test1;ENTRA_HEAD;Limit (13): Part of the level
1730189588,45192;50,87505;Test1;SALE_HEAD;Col (3): Part of Limits
1730189588,47934;50,90291;Test1;ENTRA_HEAD;Limit (3): Part of the level
1730189589,52379;51,94715;Test1;SALE_HEAD;Limit (14): Part of the level
1730189589,53715;51,96069;Test1;ENTRA_HEAD;Limit (13): Part of the level
1730189589,64905;52,07255;Test1;SALE_HEAD;Limit (13): Part of the level
