userID;fecha
FakeUser42;13/05/2024_13:14
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1715598876,66118;,15689;Test1;ENTRA_HEAD;Platform
1715598881,08395;4,58015;Test1;SALE_HEAD;Center Wall
1715598881,26548;4,76159;Test1;ENTRA_HEAD;Platform
1715598883,09126;6,58721;Test1;SALE_HEAD;Platform
1715598883,15956;6,65615;Test1;ENTRA_HEAD;Left Wall
1715598883,81571;7,31154;Test1;SALE_HEAD;Left Wall
1715598883,89989;7,39572;Test1;ENTRA_HEAD;Platform
1715598884,06593;7,56210;Test1;SALE_HEAD;Platform
1715598885,26305;8,75913;Test1;ENTRA_HEAD;Water
1715598886,89181;10,38854;Test1;SALE_HEAD;Limit (3)
1715598887,00339;10,49952;Test1;ENTRA_HEAD;Left Wall
1715598890,19188;13,68834;Test1;SALE_HEAD;Left Wall
1715598890,42866;13,92497;Test1;ENTRA_HEAD;Water
1715598891,09743;14,59391;Test1;SALE_HEAD;Water
1715598891,23611;14,73275;Test1;ENTRA_HEAD;Left Wall
1715598891,24959;14,74635;Test1;SALE_HEAD;Left Wall
1715598891,45845;14,95475;Test1;ENTRA_HEAD;Platform
1715598905,11591;28,61277;Test1;SALE_HEAD;Left Wall
1715598905,50685;29,00301;Test1;ENTRA_HEAD;Water
1715598906,62957;30,12620;Test1;SALE_HEAD;Limit (3)
1715598906,72750;30,22383;Test1;ENTRA_HEAD;Left Wall
1715598912,03515;35,53196;Test1;SALE_HEAD;Left Wall
1715598912,24430;35,74089;Test1;ENTRA_HEAD;Limit (23)
1715598913,90061;37,39745;Test1;SALE_HEAD;Water
1715598914,02624;37,52300;Test1;ENTRA_HEAD;Left Wall
1715598917,70225;41,19838;Test1;SALE_HEAD;Left Wall
1715598917,93823;41,43487;Test1;ENTRA_HEAD;Limit (3)
1715598920,62536;44,12235;Test1;SALE_HEAD;Water
1715598920,75021;44,24702;Test1;ENTRA_HEAD;Left Wall
1715598921,11253;44,60920;Test1;SALE_HEAD;Left Wall
1715598921,14152;44,63819;Test1;ENTRA_HEAD;Platform
1715598921,19629;44,69300;Test1;SALE_HEAD;Platform
1715598921,28043;44,77681;Test1;ENTRA_HEAD;Center Wall
1715598921,80901;45,30536;Test1;SALE_HEAD;Center Wall
1715598921,86493;45,36123;Test1;ENTRA_HEAD;Platform
1715598931,28904;54,78539;Test1;SALE_HEAD;Platform
1715598931,30356;54,79977;Test1;ENTRA_HEAD;Left Wall
