userID;fecha
anom;30/08/2024_10:44
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1725007457,82518;,10185;Test1;ENTRA_HEAD;Center Wall: Part of Player Area
1725007462,30983;4,58712;Test1;SALE_HEAD;Limit (10): Part of the level
1725007463,02051;5,29784;Test1;ENTRA_HEAD;Brick: Part of the level
1725007463,36944;5,64672;Test1;SALE_HEAD;Limit (17): Part of the level
1725007463,38387;5,66062;Test1;ENTRA_HEAD;Grass: Part of the level
1725007463,95460;6,23206;Test1;SALE_HEAD;Limit (8): Part of the level
1725007464,02442;6,30122;Test1;ENTRA_HEAD;MainBlock: Part of a Block
1725007464,14963;6,42691;Test1;SALE_HEAD;Button Play: Part of a Block
1725007464,24740;6,52429;Test1;ENTRA_HEAD;Right Wall: Part of Player Area
1725007464,53879;6,81629;Test1;SALE_HEAD;Attach: Part of Player Area
1725007464,67835;6,95535;Test1;ENTRA_HEAD;Limit (6): Part of the level
1725007466,62835;8,90526;Test1;SALE_HEAD;Limit (16): Part of the level
1725007467,07381;9,35087;Test1;ENTRA_HEAD;Brick: Part of the level
1725007467,10072;9,37789;Test1;SALE_HEAD;Brick: Part of the level
1725007467,44917;9,72665;Test1;ENTRA_HEAD;Brick: Part of the level
1725007467,96479;10,24183;Test1;SALE_HEAD;Limit (19): Part of the level
1725007468,17351;10,45044;Test1;ENTRA_HEAD;Left Wall: Part of Player Area
1725007468,67424;10,95183;Test1;SALE_HEAD;Left Wall: Part of Player Area
1725007468,78629;11,06320;Test1;ENTRA_HEAD;Limit (23): Part of the level
1725007470,30303;12,58056;Test1;SALE_HEAD;Limit (14): Part of the level
1725007470,67852;12,95586;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007471,98782;14,26511;Test1;SALE_HEAD;Limit (14): Part of the level
1725007472,00159;14,27838;Test1;ENTRA_HEAD;Rock: Part of the level
1725007472,11347;14,39073;Test1;SALE_HEAD;Limit (9): Part of the level
1725007472,27998;14,55683;Test1;ENTRA_HEAD;Right Wall: Part of Player Area
1725007472,78066;15,05820;Test1;SALE_HEAD;Right Wall: Part of Player Area
1725007472,82365;15,10045;Test1;ENTRA_HEAD;Button Play: Part of a Block
1725007472,86517;15,14217;Test1;SALE_HEAD;MainBlock: Part of a Block
1725007472,91961;15,19720;Test1;ENTRA_HEAD;Limit (9): Part of the level
1725007475,23230;17,50903;Test1;SALE_HEAD;Limit (13): Part of the level
1725007475,42638;17,70364;Test1;ENTRA_HEAD;Limit (13): Part of the level
1725007478,67071;20,94759;Test1;SALE_HEAD;Limit (13): Part of the level
1725007478,69747;20,97467;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007478,71299;20,99053;Test1;SALE_HEAD;Limit (12): Part of the level
1725007478,75426;21,03102;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007489,29295;31,56985;Test1;SALE_HEAD;Limit (12): Part of the level
1725007491,79819;34,07547;Test1;ENTRA_HEAD;Limit (14): Part of the level
1725007494,44410;36,72124;Test1;SALE_HEAD;Limit (14): Part of the level
1725007494,56936;36,84656;Test1;ENTRA_HEAD;Rock: Part of the level
1725007506,54189;48,81911;Test1;SALE_HEAD;Limit (13): Part of the level
1725007507,07097;49,34864;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007507,36424;49,64124;Test1;SALE_HEAD;Limit (13): Part of the level
1725007507,61520;49,89193;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007507,67089;49,94763;Test1;SALE_HEAD;Limit (12): Part of the level
1725007507,85138;50,12836;Test1;ENTRA_HEAD;Limit (10): Part of the level
1725007508,54748;50,82460;Test1;SALE_HEAD;Limit (10): Part of the level
1725007508,56052;50,83776;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007508,92343;51,20031;Test1;SALE_HEAD;Limit (13): Part of the level
1725007508,93624;51,21343;Test1;ENTRA_HEAD;Limit (12): Part of the level
1725007509,15951;51,43630;Test1;SALE_HEAD;Limit (12): Part of the level
1725007509,18808;51,46493;Test1;ENTRA_HEAD;Limit (13): Part of the level
1725007509,88404;52,16121;Test1;SALE_HEAD;Rock: Part of the level
1725007509,89684;52,17414;Test1;ENTRA_HEAD;Limit (14): Part of the level
1725007510,03672;52,31364;Test1;SALE_HEAD;Limit (14): Part of the level
1725007513,08643;55,36316;Test1;ENTRA_HEAD;Left Wall: Part of Player Area
1725007517,27617;59,55312;Test1;SALE_HEAD;Left Wall: Part of Player Area
1725007517,35959;59,63654;Test1;ENTRA_HEAD;Limit (22): Part of the level
