userID;fecha
FakeUser42;06/05/2024_10:32
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1714984349,33780;3,36134;Test1;ENTRA_HEAD;Brick
1714984350,45256;4,47622;Test1;SALE_HEAD;Limit (13)
1714984350,46621;4,49035;Test1;ENTRA_HEAD;Limit (14)
1714984350,60509;4,62947;Test1;SALE_HEAD;Limit (14)
1714984350,61908;4,64344;Test1;ENTRA_HEAD;Limit (15)
1714984350,96699;4,99122;Test1;SALE_HEAD;Limit (15)
1714984351,09134;5,11539;Test1;ENTRA_HEAD;Limit (15)
1714984351,75908;5,78332;Test1;SALE_HEAD;Limit (15)
1714984351,78708;5,81133;Test1;ENTRA_HEAD;Limit (14)
1714984351,80108;5,82542;Test1;SALE_HEAD;Limit (14)
1714984351,81508;5,83930;Test1;ENTRA_HEAD;Limit (14)
1714984352,39865;6,42295;Test1;SALE_HEAD;Limit (14)
1714984352,42789;6,45138;Test1;ENTRA_HEAD;Limit (13)
1714984352,55185;6,57582;Test1;SALE_HEAD;Limit (13)
1714984352,56561;6,58973;Test1;ENTRA_HEAD;Limit (14)
1714984352,67782;6,70151;Test1;SALE_HEAD;Limit (14)
1714984352,69140;6,71492;Test1;ENTRA_HEAD;Limit (15)
1714984352,71830;6,74262;Test1;SALE_HEAD;Limit (15)
1714984353,01000;7,03380;Test1;ENTRA_HEAD;Limit (17)
1714984353,28792;7,31173;Test1;SALE_HEAD;Limit (16)
1714984353,30192;7,32556;Test1;ENTRA_HEAD;Limit (15)
1714984354,31739;8,34102;Test1;SALE_HEAD;Water
1714984354,42794;8,45181;Test1;ENTRA_HEAD;Platform
1714984355,98308;10,00760;Test1;SALE_HEAD;Limit (23)
1714984356,17815;10,20196;Test1;ENTRA_HEAD;Left Wall
1714984357,20523;11,22977;Test1;SALE_HEAD;Left Wall
1714984357,55191;11,57652;Test1;ENTRA_HEAD;Limit (23)
1714984364,46916;18,49353;Test1;SALE_HEAD;Water
1714984364,59471;18,61878;Test1;ENTRA_HEAD;Left Wall
1714984366,46871;20,49354;Test1;SALE_HEAD;Attach
1714984366,63599;20,66020;Test1;ENTRA_HEAD;Water
1714984369,05106;23,07614;Test1;SALE_HEAD;Grass
1714984369,06550;23,09065;Test1;ENTRA_HEAD;Limit (15)
1714984369,13501;23,16013;Test1;SALE_HEAD;Limit (15)
1714984370,14891;24,17362;Test1;ENTRA_HEAD;Limit (19)
1714984371,60658;25,63191;Test1;SALE_HEAD;Limit (23)
1714984371,66308;25,68781;Test1;ENTRA_HEAD;Left Wall
1714984373,60713;27,63237;Test1;SALE_HEAD;Left Wall
1714984373,69009;27,71511;Test1;ENTRA_HEAD;Limit (23)
1714984386,37897;40,40441;Test1;SALE_HEAD;Limit (23)
1714984386,85634;40,88197;Test1;ENTRA_HEAD;Left Wall
1714984388,38487;42,41013;Test1;SALE_HEAD;Left Wall
1714984388,49571;42,52122;Test1;ENTRA_HEAD;Limit (23)
1714984389,14801;43,17341;Test1;SALE_HEAD;Limit (23)
1714984389,44014;43,46571;Test1;ENTRA_HEAD;Limit (23)
1714984392,20343;46,22890;Test1;SALE_HEAD;Limit (23)
1714984392,27225;46,29806;Test1;ENTRA_HEAD;Left Wall
1714984393,20271;47,22859;Test1;SALE_HEAD;Left Wall
1714984393,30023;47,32613;Test1;ENTRA_HEAD;Limit (23)
1714984394,31346;48,33957;Test1;SALE_HEAD;Limit (5)
1714984394,48100;48,50657;Test1;ENTRA_HEAD;Attach
1714984394,84164;48,86786;Test1;SALE_HEAD;Attach
1714984395,21669;49,24234;Test1;ENTRA_HEAD;Limit (5)
1714984396,78612;50,81232;Test1;SALE_HEAD;Limit (5)
1714984396,86907;50,89499;Test1;ENTRA_HEAD;Limit (5)
1714984410,36813;64,39437;Test1;SALE_HEAD;Bottom Socket
1714984411,38235;65,40896;Test1;ENTRA_HEAD;Bottom Socket
1714984411,61792;65,64495;Test1;SALE_HEAD;Bottom Socket
1714984411,82674;65,85297;Test1;ENTRA_HEAD;Bottom Socket
1714984411,85453;65,88113;Test1;SALE_HEAD;Bottom Socket
1714984411,92361;65,95042;Test1;ENTRA_HEAD;ForwardBlock(Clone)
1714984411,95116;65,97785;Test1;SALE_HEAD;ForwardBlock(Clone)
1714984411,97900;66,00603;Test1;ENTRA_HEAD;ForwardBlock(Clone)
1714984412,34034;66,36690;Test1;SALE_HEAD;ForwardBlock(Clone)
1714984412,70158;66,72820;Test1;ENTRA_HEAD;Bottom Socket
1714984422,76913;76,79666;Test1;SALE_HEAD;Limit (13)
1714984425,89259;79,91990;Test1;ENTRA_HEAD;Limit (12)
1714984427,99095;82,01822;Test1;SALE_HEAD;MainBlock
1714984430,83890;84,86627;Test1;ENTRA_HEAD;Limit (12)
1714984431,12987;85,15746;Test1;SALE_HEAD;Limit (12)
1714984431,14443;85,17158;Test1;ENTRA_HEAD;Limit (13)
1714984431,21364;85,24141;Test1;SALE_HEAD;Limit (13)
1714984431,22764;85,25478;Test1;ENTRA_HEAD;Limit (12)
1714984431,25584;85,28302;Test1;SALE_HEAD;Limit (12)
1714984432,21342;86,24139;Test1;ENTRA_HEAD;Limit (13)
1714984432,97794;87,00528;Test1;SALE_HEAD;Limit (13)
1714984435,71360;89,74091;Test1;ENTRA_HEAD;Limit (13)
1714984436,21347;90,24087;Test1;SALE_HEAD;Grass
1714984436,64332;90,67135;Test1;ENTRA_HEAD;Grass
1714984437,72643;91,75438;Test1;SALE_HEAD;Limit (13)
1714984439,68540;93,71310;Test1;ENTRA_HEAD;FrontCollider
1714984440,79591;94,82410;Test1;SALE_HEAD;FrontCollider
