userID;fecha
FakeUser42;06/05/2024_12:49
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1714992553,23496;1,87753;Test1;ENTRA_HEAD;Center Wall
1714992554,10872;2,75123;Test1;SALE_HEAD;Center Wall
1714992554,86921;3,51214;Test1;ENTRA_HEAD;Right Wall
1714992556,03738;4,68039;Test1;SALE_HEAD;Right Wall
1714992556,16261;4,80550;Test1;ENTRA_HEAD;Platform
1714992556,34336;4,98629;Test1;SALE_HEAD;Platform
1714992556,44120;5,08365;Test1;ENTRA_HEAD;Center Wall
1714992559,16479;7,80767;Test1;SALE_HEAD;Center Wall
1714992559,31809;7,96060;Test1;ENTRA_HEAD;Platform
1714992560,13794;8,78023;Test1;SALE_HEAD;Platform
1714992560,19294;8,83566;Test1;ENTRA_HEAD;Center Wall
1714992562,33134;10,97453;Test1;SALE_HEAD;Center Wall
1714992562,63766;11,28038;Test1;ENTRA_HEAD;Platform
1714992562,67866;11,32186;Test1;SALE_HEAD;Platform
1714992562,99838;11,64123;Test1;ENTRA_HEAD;Center Wall
1714992564,33185;12,97446;Test1;SALE_HEAD;Center Wall
1714992565,08276;13,72528;Test1;ENTRA_HEAD;Platform
1714992567,16554;15,80802;Test1;SALE_HEAD;Platform
1714992567,27595;15,91895;Test1;ENTRA_HEAD;Center Wall
1714992570,55372;19,19636;Test1;SALE_HEAD;Center Wall
1714992570,66514;19,30740;Test1;ENTRA_HEAD;Platform
1714992572,87285;21,51598;Test1;SALE_HEAD;Platform
1714992572,92848;21,57170;Test1;ENTRA_HEAD;Center Wall
1714992576,08214;24,72444;Test1;SALE_HEAD;Center Wall
1714992576,10984;24,75224;Test1;ENTRA_HEAD;Platform
1714992576,13684;24,77999;Test1;SALE_HEAD;Platform
1714992576,26253;24,90479;Test1;ENTRA_HEAD;Right Wall
1714992576,27553;24,91845;Test1;SALE_HEAD;Right Wall
1714992576,31795;24,96047;Test1;ENTRA_HEAD;Right Wall
1714992576,41494;25,05737;Test1;SALE_HEAD;Right Wall
1714992576,49802;25,14075;Test1;ENTRA_HEAD;Platform
1714992578,60940;27,25198;Test1;SALE_HEAD;Platform
1714992578,84535;27,48816;Test1;ENTRA_HEAD;Right Wall
1714992579,44256;28,08497;Test1;SALE_HEAD;Right Wall
1714992579,52576;28,16833;Test1;ENTRA_HEAD;Center Wall
1714992581,99780;30,64069;Test1;SALE_HEAD;Center Wall
1714992582,02595;30,66838;Test1;ENTRA_HEAD;Platform
1714992583,71652;32,35949;Test1;SALE_HEAD;Platform
1714992583,73052;32,37326;Test1;ENTRA_HEAD;Platform
1714992583,78645;32,42932;Test1;SALE_HEAD;Platform
1714992583,84249;32,48537;Test1;ENTRA_HEAD;Center Wall
