userID;fecha
FakeUser42;15/01/2024_09:54
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1705308881,68838;8,67977;Test1;ENTRA_HEAD;Tree
1705308881,68838;8,68000;Test1;ENTRA;Platform
1705308882,58204;9,57323;Test1;SALE;Platform
1705308882,59007;9,58145;Test1;ENTRA;Screen
1705308882,69106;9,68283;Test1;SALE;Screen
1705308882,70223;9,69438;Test1;ENTRA;Platform
1705308882,71550;9,70737;Test1;SALE;Platform
1705308882,73919;9,73082;Test1;ENTRA;Platform
1705308882,75616;9,74812;Test1;SALE;Platform
1705308882,78021;9,77200;Test1;ENTRA;Grass
1705308882,84808;9,83941;Test1;SALE;Platform
1705308882,86334;9,85570;Test1;ENTRA;Platform
1705308883,20445;10,19638;Test1;SALE;Screen
1705308883,22961;10,22119;Test1;ENTRA;Tree
1705308883,24561;10,23762;Test1;SALE;Tree
1705308883,27328;10,26461;Test1;ENTRA;Tree
1705308883,37336;10,36516;Test1;SALE;Tree
1705308883,38047;10,37174;Test1;ENTRA;Platform
1705308883,39012;10,38136;Test1;SALE;Platform
1705308883,39662;10,38795;Test1;ENTRA;Platform
