userID;fecha
FakeUser42;15/01/2024_09:56
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705309021,03587;15,81632;Test1;NONE;0
1705309026,05825;20,83866;Test1;NONE;0
1705309031,07942;25,86018;Test1;NONE;0
1705309036,10212;30,88247;Test1;NONE;0
1705309041,11492;35,89540;Test1;NONE;0
1705309046,13841;40,91888;Test1;NONE;0
1705309051,16105;45,94130;Test1;NONE;0
1705309056,18278;50,96326;Test1;NONE;0
1705309061,20429;55,98468;Test1;NONE;0
1705309066,22691;61,00743;Test1;NONE;0
1705309071,24939;66,02962;Test1;NONE;0
1705309076,27135;71,05161;Test1;NONE;0
1705309081,29374;76,07423;Test1;NONE;0
1705309086,31608;81,09657;Test1;NONE;0
1705309091,33821;86,11868;Test1;NONE;0
1705309096,34883;91,12904;Test1;NONE;0
1705309101,37070;96,15123;Test1;NONE;0
1705309106,39423;101,17447;Test1;NONE;0
1705309111,41587;106,19641;Test1;NONE;0
1705309116,44724;111,22760;Test1;NONE;0
1705309121,45959;116,23985;Test1;NONE;0
1705309126,48255;121,26266;Test1;NONE;0
1705309131,50381;126,28391;Test1;NONE;0
1705309136,52551;131,30565;Test1;NONE;0
1705309141,54722;136,32808;Test1;NONE;0
1705309146,56953;141,35001;Test1;NONE;0
1705309151,59214;146,37262;Test1;NONE;0
1705309156,61452;151,39500;Test1;NONE;0
1705309161,63657;156,41757;Test1;NONE;0
1705309166,64938;161,42973;Test1;NONE;0
1705309171,66916;166,44968;Test1;NONE;0
1705309176,69153;171,47203;Test1;NONE;0
1705309181,71453;176,49474;Test1;NONE;0
1705309186,73654;181,51668;Test1;NONE;0
1705309191,75824;186,53902;Test1;NONE;0
1705309196,78126;191,56145;Test1;NONE;0
1705309201,80276;196,58322;Test1;NONE;0
1705309206,82483;201,60495;Test1;NONE;0
1705309211,84712;206,62762;Test1;NONE;0
1705309216,86966;211,65004;Test1;NONE;0
1705309221,89135;216,67184;Test1;NONE;0
1705309226,91496;221,69504;Test1;NONE;0
1705309231,93673;226,71687;Test1;NONE;0
1705309236,95877;231,73885;Test1;NONE;0
