userID;fecha
FakeUser42;12/01/2024_10:07
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705050512,37035;47,33551;Test1;MEDIUM;0,5271959;0,1009114
1705050513,33201;48,29743;Test1;HIGH;0,7111706;0,1287183
1705050514,33179;49,29697;Test1;MEDIUM;0,5317167;0,123752
1705050515,33213;50,29744;Test1;MEDIUM;0,5210549;0,1138816
1705050516,35454;51,32018;Test1;MEDIUM;0,591289;0,08634692
1705050517,33182;52,29735;Test1;MEDIUM;0,5303254;0,09215081
1705050518,33114;53,29662;Test1;MEDIUM;0,5036002;0,09899374
1705050519,33197;54,29747;Test1;MEDIUM;0,495859;0,08489779
1705050520,33132;55,29681;Test1;MEDIUM;0,5005363;0,08425053
1705050521,33081;56,29635;Test1;MEDIUM;0,503404;0,08295706
1705050522,32582;57,29129;Test1;MEDIUM;0,5204812;0,08172762
1705050523,33112;58,29627;Test1;MEDIUM;0,5219497;0,08413103
1705050524,33028;59,29569;Test1;MEDIUM;0,5376489;0,08508578
1705050525,33235;60,29784;Test1;MEDIUM;0,5367594;0,08308896
1705050526,33127;61,29658;Test1;MEDIUM;0,5504414;0,09293627
1705050527,33104;62,29657;Test1;MEDIUM;0,5454937;0,09388446
1705050528,33174;63,29688;Test1;MEDIUM;0,5662884;0,08959758
1705050529,33146;64,29680;Test1;MEDIUM;0,5623268;0,08736041
1705050530,33167;65,29690;Test1;MEDIUM;0,5683947;0,08727506
1705050531,33125;66,29664;Test1;MEDIUM;0,5570123;0,0897861
1705050532,33172;67,29686;Test1;MEDIUM;0,56256;0,09243129
1705050533,33106;68,29639;Test1;MEDIUM;0,5599631;0,09542906
1705050534,33047;69,29601;Test1;MEDIUM;0,5544986;0,09885711
1705050535,33158;70,29707;Test1;MEDIUM;0,5561093;0,1017776
1705050536,32242;71,28773;Test1;MEDIUM;0,5619295;0,100143
1705050537,33092;72,29630;Test1;HIGH;0,7558335;0,109217
1705050538,33234;73,29748;Test1;HIGH;0,7572412;0,1123275
1705050539,33127;74,29645;Test1;HIGH;0,7618828;0,115909
1705050540,33229;75,29749;Test1;MEDIUM;0,5717206;0,1197935
1705050541,33124;76,29670;Test1;MEDIUM;0,5615091;0,1262615
1705050542,32136;77,28676;Test1;HIGH;0,741522;0,1278169
1705050543,32088;78,28600;Test1;HIGH;0,7054403;0,1354823
1705050544,33170;79,29694;Test1;HIGH;0,6930417;0,1363631
1705050545,33191;80,29739;Test1;HIGH;0,6868762;0,1397534
1705050546,33243;81,29787;Test1;HIGH;0,6855592;0,1365517
1705050547,33049;82,29592;Test1;HIGH;0,676905;0,1342053
1705050548,33114;83,29642;Test1;HIGH;0,6715063;0,1372239
1705050549,33077;84,29603;Test1;HIGH;0,6605628;0,1368573
1705050550,33772;85,30338;Test1;HIGH;0,6721867;0,1283561
1705050551,33251;86,29783;Test1;HIGH;0,6618284;0,1259624
1705050552,33080;87,29616;Test1;HIGH;0,6654922;0,1259684
1705050553,33081;88,29621;Test1;HIGH;0,6637334;0,1248695
1705050554,33076;89,29608;Test1;HIGH;0,6679225;0,1207587
1705050555,33225;90,29745;Test1;HIGH;0,667605;0,1215794
1705050556,33088;91,29635;Test1;HIGH;0,6784655;0,1259573
1705050557,33070;92,29620;Test1;HIGH;0,6835703;0,1317186
1705050558,33134;93,29653;Test1;MEDIUM;0,5058638;0,1344668
1705050559,33055;94,29591;Test1;MEDIUM;0,5268168;0,1521233
1705050560,33181;95,29711;Test1;LOW;0,2955397;0,1615052
1705050561,33214;96,29740;Test1;LOW;0,2846869;0,1658885
1705050562,33093;97,29623;Test1;LOW;0,3201684;0,1730713
1705050563,33129;98,29659;Test1;MEDIUM;0,3625619;0,1800624
1705050564,33046;99,29596;Test1;HIGH;0,8524249;0,2013518
1705050565,33092;100,29604;Test1;MEDIUM;0,3796257;0,208687
1705050566,32139;101,28700;Test1;MEDIUM;0,3773578;0,1588829
1705050567,32108;102,28659;Test1;MEDIUM;0,3391583;0,1511395
1705050568,32101;103,28660;Test1;LOW;0,3223276;0,1509717
1705050569,32170;104,28684;Test1;LOW;0,3109472;0,1493417
1705050570,33112;105,29662;Test1;LOW;0,2948131;0,1452497
1705050571,33152;106,29684;Test1;LOW;0,2986319;0,1415768
1705050572,32162;107,28682;Test1;LOW;0,2861582;0,1301232
1705050573,33018;108,29565;Test1;LOW;0,2809554;0,09719798
1705050574,32996;109,29547;Test1;LOW;0,2860585;0,1024459
1705050575,33075;110,29633;Test1;LOW;0,3167766;0,1486292
1705050576,31929;111,28442;Test1;LOW;0,3167069;0,1559113
1705050577,31920;112,28446;Test1;LOW;0,3143171;0,1538985
1705050578,33080;113,29613;Test1;LOW;0,2738683;0,1301236
1705050579,33012;114,29534;Test1;LOW;0,3144511;0,1293878
1705050580,32960;115,29516;Test1;LOW;0,3190387;0,1390279
1705050581,33135;116,29657;Test1;LOW;0,3050692;0,1324402
1705050582,33114;117,29671;Test1;LOW;0,3192332;0,1487429
1705050583,33010;118,29547;Test1;LOW;0,3187239;0,147617
1705050584,32990;119,29551;Test1;MEDIUM;0,3454461;0,1813131
1705050585,33050;120,29585;Test1;MEDIUM;0,3429398;0,1860148
1705050586,33030;121,29570;Test1;LOW;0,3001174;0,1951735
1705050587,33001;122,29546;Test1;LOW;0,2516707;0,2017765
1705050588,33018;123,29559;Test1;MEDIUM;0,5197839;0,1938113
1705050589,33005;124,29545;Test1;MEDIUM;0,5151923;0,1897303
1705050590,32977;125,29508;Test1;MEDIUM;0,5279156;0,1808869
1705050591,33017;126,29572;Test1;MEDIUM;0,5174145;0,1682739
1705050592,33025;127,29552;Test1;HIGH;0,726148;0,1556368
1705050593,33050;128,29578;Test1;MEDIUM;0,5235995;0,1363609
1705050594,32991;129,29544;Test1;MEDIUM;0,5172477;0,1230923
1705050595,32993;130,29526;Test1;MEDIUM;0,5162196;0,1105078
1705050596,33011;131,29553;Test1;MEDIUM;0,5134615;0,1161376
1705050597,33008;132,29547;Test1;MEDIUM;0,5070293;0,1176466
1705050598,33109;133,29654;Test1;MEDIUM;0,509841;0,1190826
1705050599,33052;134,29565;Test1;MEDIUM;0,5076122;0,1234043
1705050600,32962;135,29520;Test1;HIGH;0,7110676;0,1278325
1705050601,32960;136,29507;Test1;HIGH;0,722469;0,1281065
1705050602,32961;137,29510;Test1;HIGH;0,7258397;0,1242291
1705050603,33003;138,29523;Test1;HIGH;0,7686875;0,1334998
1705050604,32998;139,29541;Test1;HIGH;0,760702;0,1321626
1705050605,32995;140,29550;Test1;HIGH;0,7459118;0,1379233
1705050606,32998;141,29547;Test1;HIGH;0,7392327;0,1321466
1705050607,32954;142,29483;Test1;HIGH;0,7315722;0,132953
1705050608,32751;143,29279;Test1;MEDIUM;0,5183459;0,1321351
1705050609,32957;144,29510;Test1;MEDIUM;0,5111448;0,1320673
1705050610,32973;145,29532;Test1;MEDIUM;0,5059751;0,1385561
1705050611,33040;146,29559;Test1;MEDIUM;0,4996205;0,139083
1705050612,36472;147,32993;Test1;MEDIUM;0,5028756;0,1425214
1705050613,32952;148,29465;Test1;MEDIUM;0,5160227;0,1429845
1705050614,33041;149,29553;Test1;MEDIUM;0,5388852;0,1376308
1705050615,32981;150,29514;Test1;MEDIUM;0,5534737;0,136279
1705050616,33004;151,29562;Test1;MEDIUM;0,5679145;0,1400622
1705050617,33028;152,29544;Test1;MEDIUM;0,585842;0,1385261
1705050618,32975;153,29520;Test1;MEDIUM;0,6061087;0,1369
1705050619,34236;154,30756;Test1;MEDIUM;0,6027548;0,1324326
1705050620,33019;155,29541;Test1;MEDIUM;0,5938827;0,1290294
1705050621,32975;156,29520;Test1;MEDIUM;0,516032;0,1278746
1705050622,33065;157,29596;Test1;MEDIUM;0,5116718;0,1275679
1705050623,32926;158,29486;Test1;MEDIUM;0,4984242;0,1242268
1705050624,32964;159,29486;Test1;MEDIUM;0,504704;0,1217266
1705050625,32965;160,29492;Test1;MEDIUM;0,5007749;0,1216774
1705050626,32966;161,29514;Test1;MEDIUM;0,498417;0,1222667
1705050627,32963;162,29498;Test1;MEDIUM;0,5107151;0,1232996
1705050628,32956;163,29495;Test1;MEDIUM;0,5155257;0,1266706
1705050629,32942;164,29474;Test1;MEDIUM;0,5305269;0,1281344
1705050630,34085;165,30615;Test1;MEDIUM;0,5313047;0,1317991
1705050631,33053;166,29568;Test1;HIGH;0,7343451;0,133612
1705050632,32958;167,29474;Test1;HIGH;0,7148008;0,1398141
1705050633,33099;168,29626;Test1;MEDIUM;0,5177479;0,1417648
1705050634,33048;169,29605;Test1;HIGH;0,6884255;0,1467587
1705050635,32997;170,29520;Test1;HIGH;0,6918834;0,1563014
1705050636,33049;171,29602;Test1;HIGH;0,6901609;0,1469922
1705050637,32821;172,29364;Test1;HIGH;0,6881702;0,1543524
1705050638,32944;173,29495;Test1;HIGH;0,6776989;0,157403
1705050639,34090;174,30627;Test1;MEDIUM;0,6578801;0,1711901
1705050640,33339;175,29889;Test1;MEDIUM;0,6574103;0,1604999
1705050641,33088;176,29608;Test1;MEDIUM;0,6574956;0,1576724
1705050642,32965;177,29495;Test1;MEDIUM;0,6518159;0,1479647
1705050643,32972;178,29510;Test1;HIGH;0,6668692;0,1413145
1705050644,32982;179,29523;Test1;MEDIUM;0,6599541;0,1469867
1705050645,33046;180,29568;Test1;MEDIUM;0,6590667;0,1517081
1705050646,33182;181,29697;Test1;HIGH;0,6634044;0,1463981
1705050647,32955;182,29498;Test1;HIGH;0,6653072;0,1365916
1705050648,32979;183,29532;Test1;HIGH;0,6693831;0,1361497
1705050649,34279;184,30804;Test1;HIGH;0,6701334;0,1415124
1705050650,33024;185,29581;Test1;HIGH;0,6816834;0,1407842
1705050651,34064;186,30621;Test1;HIGH;0,6811129;0,1164748
1705050652,31878;187,28397;Test1;HIGH;0,6713321;0,118265
1705050653,31874;188,28406;Test1;HIGH;0,6718716;0,1284748
1705050654,34168;189,30698;Test1;HIGH;0,6743045;0,1313641
1705050655,35111;190,31638;Test1;MEDIUM;0,6545644;0,1315638
