userID;fecha
FakeUser42;11/01/2024_10:03
unixTimestamp;Timestamp;Situacion;Estado;BPM
1704963810,40504;16,41348;Test1;NONE;0
1704963815,41618;21,42399;Test1;NONE;0
1704963820,52736;26,53528;Test1;MAX;96
1704963825,54900;31,55681;Test1;HIGH;90
1704963830,56123;36,56910;Test1;HIGH;88
1704963835,59390;41,60222;Test1;HIGH;87
1704963840,61648;46,62426;Test1;HIGH;79
1704963845,72736;51,73598;Test1;HIGH;82
1704963850,74952;56,75731;Test1;HIGH;86
1704963855,76061;61,76843;Test1;HIGH;85
1704963860,79338;66,80129;Test1;HIGH;85
1704963865,81556;71,82337;Test1;MEDIUM;70
1704963870,83798;76,84618;Test1;HIGH;76
1704963875,92830;81,93638;Test1;HIGH;79
1704963880,96113;86,96907;Test1;MEDIUM;73
1704963885,94968;91,95744;Test1;HIGH;77
1704963890,97063;96,97887;Test1;MEDIUM;74
1704963895,99325;102,00100;Test1;MEDIUM;72
1704963901,01539;107,02314;Test1;MEDIUM;69
1704963906,12704;112,13490;Test1;MEDIUM;69
1704963911,14883;117,15665;Test1;MEDIUM;63
1704963916,17079;122,17871;Test1;MEDIUM;65
1704963921,18253;127,19024;Test1;NONE;0
1704963926,20432;132,21211;Test1;NONE;0
1704963931,22602;137,23463;Test1;NONE;0
1704963936,81551;142,82332;Test1;NONE;0
1704963941,85716;147,86534;Test1;NONE;0
1704963946,91527;152,92342;Test1;NONE;0
1704963951,99041;157,99820;Test1;NONE;0
1704963957,01194;163,02054;Test1;NONE;0
1704963962,13633;168,14441;Test1;NONE;0
1704963967,42576;173,43353;Test1;NONE;0
1704963972,50807;178,51607;Test1;NONE;0
1704963977,53745;183,54529;Test1;NONE;0
1704963982,55880;188,56693;Test1;NONE;0
1704963987,65927;193,66711;Test1;NONE;0
1704963992,68244;198,69061;Test1;NONE;0
1704963997,78114;203,78938;Test1;NONE;0
1704964002,80332;208,81113;Test1;NONE;0
1704964007,92534;213,93306;Test1;NONE;0
1704964012,94709;218,95500;Test1;NONE;0
1704964018,04622;224,05399;Test1;NONE;0
1704964023,06792;229,07610;Test1;NONE;0
1704964028,15685;234,16458;Test1;NONE;0
1704964033,17914;239,18704;Test1;NONE;0
1704964038,28986;244,29768;Test1;NONE;0
1704964043,31160;249,31978;Test1;NONE;0
1704964048,50714;254,51520;Test1;NONE;0
1704964053,52946;259,53741;Test1;NONE;0
1704964058,61890;264,62671;Test1;NONE;0
