userID;fecha
FakeUser42;15/01/2024_10:09
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705309774,41795;26,27091;Test1;HIGH;78
1705309779,43737;31,29024;Test1;HIGH;76
1705309784,46171;36,31473;Test1;MEDIUM;73
1705309789,48905;41,34193;Test1;MEDIUM;71
1705309794,51083;46,36348;Test1;MEDIUM;71
1705309799,52212;51,37502;Test1;MEDIUM;69
1705309804,54380;56,39726;Test1;MEDIUM;69
1705309809,56713;61,41985;Test1;MEDIUM;71
1705309814,58786;66,44132;Test1;MEDIUM;69
1705309819,61634;71,46918;Test1;MEDIUM;68
1705309824,62772;76,48071;Test1;MEDIUM;67
1705309829,64972;81,50265;Test1;MEDIUM;67
1705309834,67396;86,52692;Test1;MEDIUM;67
1705309839,69371;91,54642;Test1;MEDIUM;69
1705309844,71580;96,56875;Test1;MEDIUM;70
1705309849,73459;101,58727;Test1;NONE;0
1705309854,74592;106,59869;Test1;NONE;0
