userID;fecha
FakeUser42;15/01/2024_11:50
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705315976,06190;157,90015;Test1;MEDIUM;0,4972925;0,1385363
1705315977,06153;158,89986;Test1;MEDIUM;0,4989414;0,1531842
1705315978,06199;159,90022;Test1;MEDIUM;0,5059943;0,1606041
1705315979,06178;160,90065;Test1;MEDIUM;0,5014541;0,1561681
1705315980,06134;161,89957;Test1;MEDIUM;0,5039117;0,1528112
1705315981,06152;162,89957;Test1;MEDIUM;0,4778184;0,1614092
1705315982,05557;163,89392;Test1;MEDIUM;0,4939602;0,1580072
1705315983,06135;164,89954;Test1;MEDIUM;0,4724167;0,1726992
1705315984,06132;165,89964;Test1;MEDIUM;0,4963995;0,1649636
1705315985,06157;166,89992;Test1;MEDIUM;0,5086141;0,1685986
1705315986,06147;167,89972;Test1;MEDIUM;0,5046093;0,1709163
1705315987,06227;168,90051;Test1;MEDIUM;0,5155988;0,1675056
1705315988,06183;169,90012;Test1;MEDIUM;0,5249738;0,1626205
1705315989,06686;170,90489;Test1;MEDIUM;0,5223413;0,1535277
1705315990,05456;171,89258;Test1;MEDIUM;0,5139401;0,1520027
1705315991,05393;172,89226;Test1;MEDIUM;0,5075923;0,1448038
1705315992,05477;173,89296;Test1;MEDIUM;0,4866402;0,1463742
1705315993,05442;174,89281;Test1;HIGH;0,6780169;0,1423988
1705315994,06591;175,90430;Test1;MEDIUM;0,6536817;0,1459503
1705315995,04883;176,88698;Test1;MEDIUM;0,6538942;0,1473727
1705315996,05429;177,89275;Test1;HIGH;0,6622914;0,1445537
1705315997,08777;178,92581;Test1;MEDIUM;0,6572024;0,1478279
1705315998,06020;179,89825;Test1;MEDIUM;0,6533121;0,1528367
1705315999,05485;180,89285;Test1;MEDIUM;0,6592087;0,1496898
1705316000,05388;181,89236;Test1;MEDIUM;0,6588489;0,1516305
1705316001,05404;182,89230;Test1;MEDIUM;0,6484264;0,1551965
1705316002,05409;183,89250;Test1;MEDIUM;0,6495054;0,1577318
1705316003,06590;184,90421;Test1;MEDIUM;0,6482158;0,1575772
1705316004,05395;185,89238;Test1;MEDIUM;0,6523782;0,1657874
1705316005,05395;186,89288;Test1;MEDIUM;0,6573754;0,1744647
1705316006,06624;187,90466;Test1;HIGH;0,6657825;0,1830988
1705316007,05401;188,89244;Test1;HIGH;0,6812606;0,1847352
1705316008,04391;189,88211;Test1;HIGH;0,6793806;0,2048466
1705316009,06680;190,90514;Test1;MEDIUM;0,4844328;0,2043518
1705316010,07834;191,91679;Test1;MEDIUM;0,5033283;0,2083421
1705316011,06607;192,90440;Test1;MEDIUM;0,5099286;0,1987627
1705316012,06588;193,90425;Test1;MEDIUM;0,5230594;0,1921201
1705316013,07784;194,91614;Test1;MEDIUM;0,5315326;0,174683
1705316014,06624;195,90446;Test1;MEDIUM;0,5389442;0,1690214
1705316015,06598;196,90404;Test1;MEDIUM;0,5385473;0,162025
1705316016,06583;197,90430;Test1;MEDIUM;0,5414092;0,1563163
1705316017,07064;198,90881;Test1;MEDIUM;0,5393332;0,1432619
1705316018,06820;199,90630;Test1;MEDIUM;0,5563563;0,1371267
1705316019,06139;200,89961;Test1;HIGH;0,7294395;0,130895
1705316020,07204;201,91026;Test1;HIGH;0,740406;0,1334629
1705316021,06214;202,90054;Test1;HIGH;0,7432585;0,1322397
1705316022,09359;203,93190;Test1;MEDIUM;0,5561235;0,1238411
1705316023,06119;204,89958;Test1;MEDIUM;0,5839576;0,1187332
1705316024,06118;205,89923;Test1;MEDIUM;0,5882208;0,1218674
1705316025,07104;206,90938;Test1;MEDIUM;0,5877801;0,1261504
1705316026,06099;207,89929;Test1;MEDIUM;0,5910322;0,126385
1705316027,08313;208,92113;Test1;MEDIUM;0,5993465;0,1284748
1705316028,06222;209,90056;Test1;MEDIUM;0,6057829;0,1269527
1705316029,06621;210,90459;Test1;MEDIUM;0,5945686;0,1284032
1705316030,06870;211,90692;Test1;MEDIUM;0,5809181;0,1344236
1705316031,06127;212,89966;Test1;MEDIUM;0,5800213;0,1352346
1705316032,07030;213,90923;Test1;LOW;0,2419709;0,1806
1705316033,06041;214,89876;Test1;LOW;0,2485524;0,1794891
1705316034,07126;215,90947;Test1;MEDIUM;0,4976013;0,1672923
1705316035,06079;216,89883;Test1;MEDIUM;0,5038239;0,156445
1705316036,06068;217,89914;Test1;MEDIUM;0,5049118;0,159847
1705316037,06182;218,89998;Test1;MEDIUM;0,5153799;0,1731762
1705316038,06258;219,90132;Test1;MEDIUM;0,5202596;0,1928774
1705316039,06049;220,89893;Test1;MEDIUM;0,5226377;0,1817502
1705316040,07069;221,90898;Test1;MEDIUM;0,5251331;0,1772664
1705316041,07054;222,90886;Test1;MEDIUM;0,5286158;0,1737134
1705316042,06007;223,89851;Test1;MEDIUM;0,5212377;0,1751203
1705316043,06057;224,89880;Test1;MEDIUM;0,5158425;0,1703861
1705316044,07104;225,90947;Test1;HIGH;0,7253646;0,1660513
1705316045,07057;226,90887;Test1;HIGH;0,7353271;0,1459615
1705316046,07055;227,90892;Test1;HIGH;0,7336918;0,1370785
1705316047,07154;228,90970;Test1;HIGH;0,72984;0,1299483
1705316048,08238;229,92082;Test1;HIGH;0,7806987;0,08971166
1705316049,08310;230,92126;Test1;HIGH;0,9451389;0,1134011
1705316050,07694;231,91498;Test1;HIGH;1;0,08020789
1705316051,07053;232,90875;Test1;HIGH;0,7022569;0,04882392
1705316052,07039;233,90846;Test1;MEDIUM;0,5874541;0,05971226
1705316053,06100;234,89911;Test1;MEDIUM;0,6517694;0,06471133
