userID;fecha
FakeUser42;15/01/2024_11:50
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705315865,06570;46,90387;Test1;MEDIUM;0,5780641;0,09852696
1705315866,05154;47,88998;Test1;HIGH;0,7854711;0,09186818
1705315867,05151;48,88955;Test1;MEDIUM;0,5698506;0,1099292
1705315868,05145;49,88957;Test1;MEDIUM;0,5689183;0,1139998
1705315869,06281;50,90092;Test1;HIGH;0,7523864;0,1139343
1705315870,05435;51,89240;Test1;HIGH;0,7310299;0,1103916
1705315871,05258;52,89154;Test1;HIGH;0,7122737;0,1186614
1705315872,06287;53,90093;Test1;HIGH;0,7038349;0,1225564
1705315873,05102;54,88938;Test1;HIGH;0,6829262;0,1258067
1705315874,05109;55,88928;Test1;HIGH;0,6660327;0,1383056
1705315875,05276;56,89149;Test1;MEDIUM;0,6349452;0,1625601
1705315876,06289;57,90090;Test1;MEDIUM;0,6389917;0,1914323
1705315877,05082;58,88898;Test1;LOW;0,2257288;0,2217838
1705315878,05283;59,89111;Test1;LOW;0,2746946;0,2226661
1705315879,05062;60,88896;Test1;MEDIUM;0,3399324;0,2220927
1705315880,05064;61,88905;Test1;MEDIUM;0,3608651;0,2179554
1705315881,05115;62,88927;Test1;MEDIUM;0,3770726;0,213117
1705315882,05109;63,88911;Test1;MEDIUM;0,3834081;0,2129039
1705315883,05128;64,88961;Test1;MEDIUM;0,4200662;0,1981988
1705315884,05116;65,88941;Test1;MEDIUM;0,4024404;0,2127869
1705315885,05107;66,88914;Test1;MEDIUM;0,4070857;0,2115954
1705315886,05097;67,88903;Test1;MEDIUM;0,3884955;0,2163886
1705315887,04549;68,88378;Test1;MEDIUM;0,365263;0,1919439
1705315888,05070;69,88878;Test1;MEDIUM;0,3604791;0,2006962
1705315889,05090;70,88898;Test1;MEDIUM;0,3309511;0,2453822
1705315890,05553;71,89356;Test1;LOW;0,2003257;0,2752548
1705315891,05034;72,88882;Test1;LOW;0,1834392;0,2611575
1705315892,05058;73,88890;Test1;MEDIUM;0,6376322;0,2468722
1705315893,04441;74,88271;Test1;MEDIUM;0,621587;0,2339938
1705315894,05091;75,88905;Test1;MEDIUM;0,6131661;0,2214281
1705315895,06396;76,90213;Test1;MEDIUM;0,6372334;0,1939437
1705315896,04271;77,88155;Test1;MEDIUM;0,647063;0,1963873
1705315897,05366;78,89198;Test1;MEDIUM;0,6413301;0,2041685
1705315898,05042;79,88879;Test1;MEDIUM;0,6399026;0,2092374
1705315899,05177;80,88989;Test1;MEDIUM;0,6428549;0,2135497
1705315900,06053;81,89856;Test1;MEDIUM;0,6543;0,1974646
1705315901,06002;82,89809;Test1;HIGH;0,6691306;0,2128265
1705315902,05653;83,89471;Test1;MEDIUM;0,6551389;0,2366597
1705315903,06055;84,89873;Test1;HIGH;0,6651064;0,2437009
1705315904,06223;85,90077;Test1;HIGH;0,6818987;0,2544817
1705315905,04861;86,88700;Test1;HIGH;0,6975091;0,2602471
1705315906,05962;87,89835;Test1;HIGH;0,714887;0,265699
1705315907,06042;88,89878;Test1;LOW;0,2909857;0,2581958
1705315908,06024;89,89823;Test1;LOW;0,302142;0,2537389
1705315909,06084;90,89892;Test1;HIGH;0,730557;0,26324
1705315910,04813;91,88644;Test1;LOW;0,2898604;0,26007
1705315911,06424;92,90232;Test1;LOW;0,2839082;0,2634187
1705315912,05961;93,89785;Test1;LOW;0,2828612;0,2642845
1705315913,04782;94,88644;Test1;LOW;0,2936596;0,2530365
1705315914,05986;95,89800;Test1;LOW;0,3025236;0,2437159
1705315915,05984;96,89792;Test1;LOW;0,3032868;0,2428358
1705315916,05053;97,88879;Test1;LOW;0,3061302;0,2402939
1705315917,04816;98,88627;Test1;LOW;0,3099535;0,2366852
1705315918,04792;99,88607;Test1;HIGH;0,7462763;0,2442554
1705315919,04797;100,88633;Test1;LOW;0,3072481;0,2387277
1705315920,04849;101,88676;Test1;HIGH;0,7471682;0,2391259
1705315921,04808;102,88631;Test1;LOW;0,3093572;0,2358291
1705315922,05984;103,89829;Test1;LOW;0,307028;0,23835
1705315923,05089;104,88902;Test1;LOW;0,3032982;0,242254
1705315924,04803;105,88623;Test1;LOW;0,3097328;0,236032
1705315925,04801;106,88617;Test1;LOW;0,317206;0,2293016
1705315926,04821;107,88657;Test1;LOW;0,2963613;0,2218644
1705315927,04859;108,88663;Test1;LOW;0,2760384;0,221848
1705315928,04777;109,88620;Test1;HIGH;0,7077361;0,2098154
1705315929,05053;110,88856;Test1;HIGH;0,6847387;0,1784635
1705315930,04991;111,88821;Test1;HIGH;0,6787878;0,1742529
1705315931,05056;112,88866;Test1;HIGH;0,683789;0,1554247
1705315932,05035;113,88840;Test1;HIGH;0,6923521;0,1471481
1705315933,05043;114,88847;Test1;HIGH;0,6972137;0,1265701
1705315934,05229;115,89074;Test1;HIGH;0,7013713;0,1173979
1705315935,05016;116,88840;Test1;HIGH;0,6911165;0,115655
1705315936,06246;117,90070;Test1;HIGH;0,700964;0,1194143
1705315937,05901;118,89707;Test1;HIGH;0,6961145;0,1221797
1705315938,06160;119,89998;Test1;HIGH;0,6896102;0,1277393
1705315939,06491;120,90328;Test1;HIGH;0,6832623;0,1326231
1705315940,06303;121,90131;Test1;HIGH;0,6818446;0,1309742
1705315941,06139;122,89961;Test1;HIGH;0,6868422;0,140473
1705315942,04970;123,88791;Test1;HIGH;0,6975367;0,139423
1705315943,06192;124,90001;Test1;HIGH;0,7036787;0,1385806
1705315944,05282;125,89107;Test1;HIGH;0,7045523;0,1261113
1705315945,04993;126,88823;Test1;HIGH;0,7054394;0,1335366
1705315946,04964;127,88782;Test1;HIGH;0,7032392;0,1223094
1705315947,04960;128,88794;Test1;HIGH;0,7038469;0,1258188
1705315948,05001;129,88831;Test1;HIGH;0,7082512;0,1124992
1705315949,05192;130,89038;Test1;HIGH;0,7140349;0,1152163
1705315950,05045;131,88844;Test1;HIGH;0,7270686;0,1094401
1705315951,04997;132,88795;Test1;HIGH;0,7335431;0,1041512
1705315952,04981;133,88797;Test1;HIGH;0,7384601;0,09854732
1705315953,04956;134,88785;Test1;HIGH;0,7219877;0,09386306
1705315954,04947;135,88777;Test1;HIGH;0,7095578;0,09363051
1705315955,04982;136,88800;Test1;HIGH;0,7022569;0,09774918
1705315956,05031;137,88840;Test1;HIGH;0,6924462;0,1077815
1705315957,04963;138,88777;Test1;HIGH;0,6814615;0,1172316
1705315958,04957;139,88756;Test1;HIGH;0,6752167;0,122854
1705315959,04955;140,88768;Test1;HIGH;0,6668607;0,1315491
1705315960,04947;141,88776;Test1;MEDIUM;0,6564386;0,1408805
1705315961,04945;142,88760;Test1;MEDIUM;0,6474426;0,1493019
1705315962,04952;143,88773;Test1;MEDIUM;0,6500223;0,1595829
1705315963,04978;144,88788;Test1;MEDIUM;0,6557442;0,1742512
1705315964,04980;145,88803;Test1;HIGH;0,6739632;0,1679858
1705315965,04944;146,88754;Test1;HIGH;0,6678609;0,1714894
1705315966,04981;147,88826;Test1;HIGH;0,6828569;0,1540425
1705315967,04956;148,88770;Test1;HIGH;0,6824118;0,1403406
1705315968,05307;149,89131;Test1;HIGH;0,6926139;0,1307239
1705315969,05253;150,89061;Test1;HIGH;0,69908;0,1298093
1705315970,04955;151,88780;Test1;HIGH;0,7033597;0,1271152
1705315971,06129;152,89961;Test1;HIGH;0,6948369;0,1339263
1705315972,04954;153,88754;Test1;HIGH;0,6922294;0,1344572
1705315973,06130;154,89943;Test1;HIGH;0,6868418;0,1375866
1705315974,06140;155,89984;Test1;MEDIUM;0,4987316;0,1391158
1705315975,06752;156,90596;Test1;MEDIUM;0,498796;0,1370717
