userID;fecha
FakeUser42;15/01/2024_10:37
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1705311440,28821;,06773;Test1;ENTRA_HEAD;Tree
1705311445,15545;4,93470;Test1;ENTRA;Screen
1705311445,29423;5,07354;Test1;SALE;Screen
1705311445,61001;5,38844;Test1;ENTRA;Screen
1705311446,25244;6,03163;Test1;SALE;Screen
1705311446,26107;6,03991;Test1;ENTRA;Screen
1705311446,26959;6,04805;Test1;SALE;Screen
1705311446,51729;6,29655;Test1;ENTRA;Platform
1705311446,66078;6,44007;Test1;SALE;Platform
1705311447,35237;7,13144;Test1;ENTRA;Grass
1705311447,40849;7,18791;Test1;SALE;Grass
1705311447,42747;7,20656;Test1;ENTRA;Grass
1705311449,18570;8,96446;Test1;SALE;Grass
1705311449,20887;8,98775;Test1;ENTRA;Grass
1705311449,35108;9,12954;Test1;SALE;Platform
1705311449,46093;9,24003;Test1;ENTRA;Screen
1705311450,08635;9,86511;Test1;SALE;Platform
1705311450,11683;9,89543;Test1;ENTRA;Button Play
1705311450,36700;10,14615;Test1;SALE;Grass
1705311450,39169;10,17091;Test1;ENTRA;Rock
1705311450,57304;10,35155;Test1;SALE;Tree
1705311450,60009;10,37932;Test1;ENTRA;Tree
1705311450,71889;10,49776;Test1;SALE;MysteryObstacle
1705311450,73415;10,51272;Test1;ENTRA;MysteryObstacle
1705311450,74682;10,52553;Test1;SALE;MysteryObstacle
1705311451,13275;10,91183;Test1;ENTRA;MysteryObstacle
1705311451,15587;10,93462;Test1;SALE;MysteryObstacle
1705311451,16622;10,94550;Test1;ENTRA;Screen
1705311451,22158;11,00081;Test1;SALE;Screen
1705311451,59661;11,37511;Test1;ENTRA;Tree
1705311451,90874;11,68844;Test1;SALE;Tree
1705311451,96814;11,74691;Test1;ENTRA;Tree
1705311452,06605;11,84459;Test1;SALE;Tree
1705311452,15776;11,93642;Test1;ENTRA;Tree
1705311452,21871;11,99735;Test1;SALE;Tree
1705311452,45887;12,23762;Test1;ENTRA;Tree
1705311452,46604;12,24529;Test1;SALE;Tree
1705311453,28563;13,06421;Test1;ENTRA;Screen
1705311453,33104;13,11058;Test1;SALE;Screen
1705311453,34895;13,12766;Test1;ENTRA;Screen
1705311454,42353;14,20289;Test1;SALE;Screen
1705311454,90850;14,68757;Test1;ENTRA;Tree
1705311454,92662;14,70531;Test1;SALE;Tree
1705311455,05890;14,83819;Test1;ENTRA;Tree
1705311455,19264;14,97175;Test1;SALE;Tree
1705311455,21479;14,99377;Test1;ENTRA;MysteryObstacle
1705311455,28460;15,06386;Test1;SALE;Rock
1705311455,29062;15,06981;Test1;ENTRA;Rock
1705311455,31882;15,09742;Test1;SALE;Rock
1705311455,34038;15,11913;Test1;ENTRA;Grass
1705311458,09993;17,87850;Test1;SALE;Tree
1705311458,45125;18,23026;Test1;ENTRA;Tree
1705311458,46768;18,24665;Test1;SALE;Tree
1705311458,47409;18,25324;Test1;ENTRA;Tree
1705311458,49735;18,27667;Test1;SALE;Tree
