userID;fecha
FakeUser42;12/01/2024_14:11
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705065111,30207;18,22115;Test1;NONE;0
1705065116,31048;23,22955;Test1;NONE;0
1705065121,33313;28,25223;Test1;NONE;0
1705065126,35720;33,27651;Test1;NONE;0
1705065131,37769;38,29718;Test1;NONE;0
1705065136,38988;43,30881;Test1;NONE;0
1705065141,41430;48,33392;Test1;NONE;0
1705065146,42519;53,34434;Test1;NONE;0
1705065151,44807;58,36700;Test1;NONE;0
1705065156,47025;63,38971;Test1;NONE;0
1705065161,49425;68,41343;Test1;NONE;0
1705065166,50323;73,42246;Test1;NONE;0
1705065171,52530;78,44431;Test1;NONE;0
1705065176,54705;83,46603;Test1;NONE;0
1705065181,55882;88,47771;Test1;NONE;0
