userID;fecha
FakeUser42;15/01/2024_10:09
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705309809,42598;61,27875;Test1;MEDIUM;0,5616417;0,1455776
1705309810,42377;62,27660;Test1;MEDIUM;0,5417206;0,1532028
1705309811,42264;63,27555;Test1;LOW;0,2875777;0,1617007
1705309812,42278;64,27552;Test1;LOW;0,3202962;0,1674485
1705309813,42189;65,27531;Test1;MEDIUM;0,3700148;0,1714924
1705309814,42262;66,27558;Test1;MEDIUM;0,3896883;0,1720803
1705309815,42284;67,27574;Test1;MEDIUM;0,394136;0,1702528
1705309816,42147;68,27451;Test1;MEDIUM;0,4056341;0,1659681
1705309817,42274;69,27575;Test1;HIGH;0,8137833;0,1813614
1705309818,42618;70,27883;Test1;HIGH;0,7330763;0,1849418
1705309819,41746;71,27030;Test1;HIGH;0,7380732;0,1799185
1705309820,41722;72,26988;Test1;HIGH;0,7422876;0,1698858
1705309821,41632;73,26916;Test1;MEDIUM;0,5709134;0,1557817
1705309822,41621;74,26929;Test1;HIGH;0,7281474;0,1585526
1705309823,41703;75,26974;Test1;HIGH;0,7305837;0,1572895
1705309824,41623;76,26927;Test1;HIGH;0,7121292;0,1522419
1705309825,41640;77,26923;Test1;HIGH;0,7188379;0,1500406
1705309826,41618;78,26915;Test1;HIGH;0,7047853;0,1445298
1705309827,41647;79,26941;Test1;HIGH;0,744021;0,1331999
1705309828,41684;80,26974;Test1;HIGH;0,7382983;0,125837
1705309829,41675;81,26938;Test1;HIGH;0,7375157;0,1171172
1705309830,41666;82,26929;Test1;HIGH;0,7228029;0,1171182
1705309831,41611;83,26915;Test1;HIGH;0,7175943;0,1155492
1705309832,41649;84,26952;Test1;HIGH;0,7153521;0,1180531
1705309833,41614;85,26908;Test1;HIGH;0,6998292;0,1207008
1705309834,41609;86,26904;Test1;HIGH;0,7018312;0,1275859
1705309835,41646;87,26927;Test1;HIGH;0,7091106;0,1216267
1705309836,41609;88,26898;Test1;HIGH;0,7143158;0,1255523
1705309837,41606;89,26920;Test1;HIGH;0,7232265;0,1191571
1705309838,41639;90,26926;Test1;HIGH;0,727543;0,1226077
1705309839,41603;91,26899;Test1;MEDIUM;0,5366177;0,1236499
1705309840,41596;92,26888;Test1;HIGH;0,7105607;0,1276663
1705309841,41592;93,26897;Test1;MEDIUM;0,5276004;0,1269195
1705309842,41637;94,26918;Test1;MEDIUM;0,5563198;0,123371
1705309843,41639;95,26911;Test1;MEDIUM;0,5864303;0,1257862
1705309844,42760;96,28056;Test1;MEDIUM;0,5814459;0,108556
1705309845,42791;97,28055;Test1;MEDIUM;0,5648127;0,1198734
1705309846,41596;98,26878;Test1;HIGH;0,7483095;0,1124741
1705309847,41608;99,26899;Test1;MEDIUM;0,5746015;0,1182396
1705309848,42535;100,27831;Test1;MEDIUM;0,5880874;0,1184438
1705309849,42423;101,27729;Test1;MEDIUM;0,5784587;0,1270709
1705309850,41263;102,26567;Test1;MEDIUM;0,5743605;0,1239434
