userID;fecha
FakeUser42;12/01/2024_13:32
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705062754,14761;17,11170;Test1;LOW;53
1705062759,16766;22,13189;Test1;LOW;62
1705062764,18998;27,15434;Test1;MEDIUM;63
1705062769,21119;32,17542;Test1;MEDIUM;63
1705062774,23263;37,19692;Test1;MEDIUM;65
1705062779,25506;42,21932;Test1;MEDIUM;68
1705062784,27718;47,24155;Test1;MEDIUM;67
1705062789,28912;52,25319;Test1;LOW;52
1705062794,31054;57,27490;Test1;MEDIUM;65
1705062799,32910;62,29315;Test1;MEDIUM;66
1705062804,34831;67,31249;Test1;MEDIUM;66
1705062809,38014;72,34446;Test1;MEDIUM;64
1705062814,39246;77,35677;Test1;MEDIUM;66
1705062819,43786;82,40192;Test1;LOW;62
1705062824,42488;87,38915;Test1;LOW;57
1705062829,44833;92,41270;Test1;LOW;47
1705062834,46955;97,43388;Test1;LOW;37
1705062839,49109;102,45522;Test1;LOW;39
1705062844,50310;107,46748;Test1;MEDIUM;67
1705062849,52380;112,48832;Test1;MEDIUM;71
1705062874,39320;137,35779;Test1;NONE;0
1705062874,47763;137,44228;Test1;NONE;0
1705062874,54019;137,50475;Test1;NONE;0
1705062874,61925;137,58347;Test1;NONE;0
1705062874,69803;137,66243;Test1;NONE;0
1705062879,63880;142,60338;Test1;NONE;0
1705062884,64941;147,61412;Test1;NONE;0
1705062889,67607;152,64018;Test1;MEDIUM;74
1705062894,69694;157,66124;Test1;MEDIUM;69
1705062899,71957;162,68417;Test1;MEDIUM;69
1705062904,74357;167,70845;Test1;MEDIUM;68
1705062909,76088;172,72548;Test1;MEDIUM;68
1705062914,77942;177,74379;Test1;MEDIUM;67
1705062919,80146;182,76573;Test1;MEDIUM;68
1705062924,81226;187,77638;Test1;MEDIUM;71
1705062929,83054;192,79492;Test1;MEDIUM;72
1705062941,71946;204,68394;Test1;MEDIUM;73
1705062941,80147;204,76566;Test1;NONE;0
1705062944,88588;207,85001;Test1;NONE;0
1705062949,90704;212,87157;Test1;NONE;0
1705062954,91779;217,88240;Test1;NONE;0
1705062959,94129;222,90538;Test1;NONE;0
1705062964,96603;227,93135;Test1;NONE;0
1705062969,97807;232,94252;Test1;NONE;0
1705062975,00093;237,96507;Test1;NONE;0
1705062980,02162;242,98634;Test1;NONE;0
1705062985,04398;248,00891;Test1;NONE;0
1705062990,05371;253,01913;Test1;NONE;0
1705062995,07645;258,04108;Test1;NONE;0
1705063000,09842;263,06329;Test1;NONE;0
1705063005,12145;268,08578;Test1;NONE;0
1705063010,13185;273,09668;Test1;NONE;0
1705063015,15389;278,11871;Test1;NONE;0
1705063020,17575;283,14096;Test1;NONE;0
1705063025,18781;288,15244;Test1;NONE;0
1705063030,20974;293,17459;Test1;NONE;0
1705063035,23136;298,19669;Test1;NONE;0
1705063040,24381;303,20816;Test1;NONE;0
1705063045,26597;308,23016;Test1;NONE;0
1705063050,28735;313,25195;Test1;NONE;0
1705063055,30846;318,27341;Test1;NONE;0
1705063060,32064;323,28531;Test1;NONE;0
1705063065,34383;328,30804;Test1;NONE;0
1705063070,36500;333,33005;Test1;NONE;0
1705063075,37934;338,34366;Test1;NONE;0
1705063080,39689;343,36139;Test1;NONE;0
1705063085,41952;348,38425;Test1;NONE;0
1705063090,44185;353,40640;Test1;NONE;0
1705063095,46344;358,42889;Test1;NONE;0
1705063100,47478;363,43967;Test1;NONE;0
1705063105,50471;368,46960;Test1;NONE;0
1705063110,52068;373,48532;Test1;NONE;0
1705063115,54285;378,50723;Test1;NONE;0
1705063120,55235;383,51645;Test1;NONE;0
1705063125,57476;388,53882;Test1;NONE;0
1705063130,59527;393,56064;Test1;NONE;0
1705063135,60832;398,57266;Test1;NONE;0
1705063140,63009;403,59421;Test1;NONE;0
1705063145,65214;408,61615;Test1;NONE;0
1705063150,67488;413,63937;Test1;NONE;0
1705063155,68528;418,64999;Test1;NONE;0
1705063160,70763;423,67258;Test1;NONE;0
1705063165,73004;428,69406;Test1;NONE;0
1705063170,75129;433,71594;Test1;NONE;0
1705063175,77328;438,73810;Test1;NONE;0
1705063180,78536;443,75009;Test1;NONE;0
1705063185,80709;448,77194;Test1;NONE;0
1705063190,82914;453,79330;Test1;NONE;0
1705063195,85047;458,81543;Test1;NONE;0
1705063200,86250;463,82739;Test1;NONE;0
1705063205,88136;468,84604;Test1;NONE;0
1705063210,90704;473,87119;Test1;NONE;0
1705063215,92817;478,89270;Test1;NONE;0
1705063220,93989;483,90463;Test1;NONE;0
1705063225,96221;488,92709;Test1;NONE;0
1705063230,98491;493,94916;Test1;NONE;0
1705063236,00709;498,97128;Test1;NONE;0
1705063241,02908;503,99445;Test1;NONE;0
1705063246,04012;509,00449;Test1;NONE;0
1705063251,06188;514,02679;Test1;NONE;0
1705063256,08363;519,04834;Test1;NONE;0
1705063261,10644;524,07050;Test1;NONE;0
1705063266,11674;529,08081;Test1;NONE;0
1705063271,13933;534,10388;Test1;NONE;0
1705063276,16336;539,12781;Test1;NONE;0
1705063281,18337;544,14789;Test1;NONE;0
1705063286,19472;549,15881;Test1;NONE;0
1705063291,21608;554,18054;Test1;NONE;0
1705063296,23618;559,20056;Test1;NONE;0
1705063301,25831;564,22290;Test1;NONE;0
1705063306,28041;569,24506;Test1;NONE;0
1705063311,29161;574,25562;Test1;NONE;0
1705063316,31042;579,27478;Test1;NONE;0
1705063321,33240;584,29663;Test1;NONE;0
1705063326,35409;589,31836;Test1;NONE;0
1705063331,36673;594,33069;Test1;NONE;0
1705063336,38834;599,35272;Test1;NONE;0
1705063341,40904;604,37390;Test1;NONE;0
1705063346,42482;609,38898;Test1;NONE;0
1705063351,44630;614,41052;Test1;NONE;0
1705063356,46848;619,43280;Test1;NONE;0
1705063361,48967;624,45374;Test1;NONE;0
1705063366,51192;629,47614;Test1;NONE;0
1705063371,52305;634,48792;Test1;NONE;0
1705063376,54562;639,50977;Test1;NONE;0
1705063381,56728;644,53198;Test1;NONE;0
1705063386,57864;649,54346;Test1;NONE;0
1705063391,60096;654,56519;Test1;NONE;0
