userID;fecha
FakeUser42;11/01/2024_10:03
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1704963854,40721;60,41531;Test1;HIGH;0,7024214;0,1130591
1704963855,39400;61,40183;Test1;HIGH;0,7079185;0,1081646
1704963856,39385;62,40189;Test1;HIGH;0,7004887;0,1081362
1704963857,39344;63,40137;Test1;HIGH;0,7037469;0,1094417
1704963858,39364;64,40147;Test1;HIGH;0,692219;0,1083131
1704963859,39352;65,40141;Test1;HIGH;0,6948726;0,1046358
1704963860,39337;66,40118;Test1;HIGH;0,6984757;0,1014269
1704963861,39751;67,40550;Test1;MEDIUM;0,5232437;0,09838367
1704963862,39385;68,40173;Test1;MEDIUM;0,5259914;0,09410634
1704963863,39345;69,40126;Test1;MEDIUM;0,5224898;0,09191642
1704963864,39382;70,40171;Test1;MEDIUM;0,5123586;0,0881282
1704963865,39330;71,40102;Test1;MEDIUM;0,4972785;0,08625918
1704963866,39354;72,40149;Test1;MEDIUM;0,4875685;0,07951523
1704963867,39377;73,40166;Test1;MEDIUM;0,4959795;0,07594589
1704963868,39326;74,40104;Test1;MEDIUM;0,49264;0,072615
1704963869,38279;75,39089;Test1;MEDIUM;0,4890156;0,07407799
1704963870,39339;76,40134;Test1;MEDIUM;0,5374444;0,06583429
1704963871,38266;77,39066;Test1;MEDIUM;0,5087135;0,08634624
1704963872,39336;78,40127;Test1;MEDIUM;0,5057204;0,08661646
1704963873,38258;79,39031;Test1;MEDIUM;0,50996;0,07884345
1704963874,40539;80,41321;Test1;MEDIUM;0,5200914;0,0814802
1704963875,47116;81,47906;Test1;MEDIUM;0,5194708;0,08454085
1704963876,47100;82,47892;Test1;HIGH;0,7027568;0,1053634
1704963877,47158;83,47930;Test1;MEDIUM;0,517308;0,09271473
1704963878,46044;84,46837;Test1;HIGH;0,6712217;0,1283223
1704963879,47117;85,47899;Test1;MEDIUM;0,654196;0,1195947
1704963880,46066;86,46857;Test1;HIGH;0,6826491;0,09709161
1704963881,47108;87,47916;Test1;HIGH;0,7143089;0,08408107
1704963882,46037;88,46822;Test1;HIGH;0,7147739;0,08309609
1704963883,43795;89,44594;Test1;HIGH;0,7168841;0,08337983
1704963884,43798;90,44583;Test1;HIGH;0,7103769;0,08497792
1704963885,43838;91,44618;Test1;HIGH;0,7141487;0,08114012
1704963886,43858;92,44648;Test1;HIGH;0,7207372;0,08261741
1704963887,43842;93,44631;Test1;HIGH;0,7109883;0,07624339
1704963888,43867;94,44656;Test1;HIGH;0,7069265;0,07725862
1704963889,43870;95,44680;Test1;HIGH;0,6908581;0,07253493
1704963890,43847;96,44644;Test1;MEDIUM;0,6411899;0,1029822
1704963891,43836;97,44618;Test1;MEDIUM;0,6350681;0,1040883
1704963892,43841;98,44656;Test1;MEDIUM;0,5114081;0,08698788
1704963893,43865;99,44662;Test1;MEDIUM;0,4969587;0,07189366
1704963894,43917;100,44700;Test1;MEDIUM;0,5134621;0,07801335
1704963895,43847;101,44635;Test1;MEDIUM;0,473236;0,05758536
1704963896,43824;102,44621;Test1;MEDIUM;0,4998016;0,06472784
1704963897,43853;103,44650;Test1;MEDIUM;0,5077386;0,08669291
1704963898,43842;104,44650;Test1;MEDIUM;0,5125409;0,1266965
1704963899,43768;105,44599;Test1;MEDIUM;0,4869097;0,1271129
1704963900,43810;106,44586;Test1;MEDIUM;0,4891155;0,1348076
1704963901,43812;107,44597;Test1;MEDIUM;0,4847281;0,1335541
1704963902,43810;108,44603;Test1;MEDIUM;0,4400992;0,1275238
1704963903,43831;109,44606;Test1;MEDIUM;0,4153738;0,1269818
1704963904,52711;110,53500;Test1;MEDIUM;0,4704198;0,1301475
1704963905,52690;111,53482;Test1;MEDIUM;0,5440088;0,1207961
1704963906,52703;112,53494;Test1;MEDIUM;0,4924966;0,1181272
1704963907,52701;113,53497;Test1;MEDIUM;0,4875283;0,1226038
1704963908,52668;114,53486;Test1;MEDIUM;0,4402826;0,1263112
1704963909,52729;115,53510;Test1;MEDIUM;0,3504561;0,11613
1704963910,52679;116,53474;Test1;LOW;0,3294175;0,1093426
1704963911,53723;117,54537;Test1;MEDIUM;0,4146797;0,1303347
1704963912,52656;118,53442;Test1;MEDIUM;0,6466328;0,1474035
1704963913,53819;119,54598;Test1;MEDIUM;0,5657262;0,1515502
1704963914,53811;120,54597;Test1;MEDIUM;0,5687156;0,1502471
1704963915,53767;121,54539;Test1;MEDIUM;0,5548862;0,1450434
1704963916,53788;122,54575;Test1;MEDIUM;0,5446292;0,1558497
1704963917,53801;123,54607;Test1;MEDIUM;0,5487872;0,1581936
1704963918,53781;124,54559;Test1;MEDIUM;0,542583;0,1545005
1704963919,53819;125,54613;Test1;MEDIUM;0,5439849;0,1560459
1704963920,53772;126,54546;Test1;MEDIUM;0,5300524;0,1607031
1704963921,53742;127,54563;Test1;MEDIUM;0,5336248;0,158794
1704963922,53810;128,54581;Test1;MEDIUM;0,537236;0,1496918
1704963923,53814;129,54599;Test1;MEDIUM;0,5049889;0,140379
