userID;fecha
FakeUser42;15/01/2024_09:56
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1705309005,28699;,06719;Test1;ENTRA_HEAD;Tree
1705309007,30409;2,08421;Test1;SALE_HEAD;Character
1705309007,37905;2,15947;Test1;ENTRA_HEAD;Grass
1705309008,88628;3,66675;Test1;ENTRA;Screen
1705309009,40746;4,18837;Test1;SALE;Grass
1705309009,89245;4,67332;Test1;SALE_HEAD;Grass
1705309009,92392;4,70428;Test1;ENTRA;MainBlock
1705309010,03458;4,81506;Test1;SALE;Bottom Socket
1705309010,05051;4,83075;Test1;ENTRA;Screen
1705309010,08438;4,86459;Test1;SALE;Screen
1705309010,21314;4,99410;Test1;ENTRA_HEAD;Grass
1705309010,32342;5,10378;Test1;SALE_HEAD;Grass
1705309010,35431;5,13474;Test1;ENTRA;Bottom Socket
1705309010,37062;5,15087;Test1;ENTRA_HEAD;Grass
1705309010,48086;5,26129;Test1;SALE_HEAD;Grass
1705309010,51313;5,29397;Test1;SALE;Left Wall
1705309011,31019;6,09036;Test1;ENTRA;Left Wall
1705309011,33709;6,11812;Test1;SALE;Left Wall
1705309011,53345;6,31358;Test1;ENTRA;MainBlock
1705309011,72201;6,50233;Test1;SALE;Bottom Socket
1705309011,73405;6,51430;Test1;ENTRA;Bottom Socket
1705309011,74364;6,52400;Test1;SALE;Bottom Socket
1705309012,07746;6,85807;Test1;ENTRA;Attach
1705309012,68806;7,46843;Test1;ENTRA_HEAD;Right Socket
1705309012,84393;7,62402;Test1;SALE_HEAD;Right Socket
1705309012,91042;7,69074;Test1;ENTRA_HEAD;Right Socket
1705309012,98757;7,76843;Test1;SALE_HEAD;Right Socket
1705309013,29956;8,08008;Test1;SALE;Attach
1705309013,44394;8,22405;Test1;ENTRA;Button Pause
1705309013,63352;8,41368;Test1;ENTRA_HEAD;Button Play
1705309013,89989;8,68036;Test1;SALE;WhileBlock(Clone)
1705309013,98809;8,76855;Test1;ENTRA;Grass
1705309014,01051;8,79093;Test1;SALE;Grass
1705309014,07745;8,85827;Test1;ENTRA;MainBlock
1705309014,12208;8,90254;Test1;SALE;Grass
1705309014,13314;8,91363;Test1;ENTRA;MainBlock
1705309014,17743;8,95811;Test1;SALE;MainBlock
1705309014,25036;9,03061;Test1;ENTRA;MainBlock
1705309014,46641;9,24678;Test1;SALE;MainBlock
1705309014,54361;9,32405;Test1;ENTRA;Grass
1705309014,55560;9,33602;Test1;SALE;Grass
