userID;fecha
FakeUser42;15/01/2024_10:34
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705311291,67057;20,21199;Test1;NONE;0
1705311296,68965;25,23119;Test1;NONE;0
1705311301,71532;30,25658;Test1;NONE;0
1705311306,72972;35,27106;Test1;NONE;0
1705311311,75120;40,29276;Test1;NONE;0
1705311316,77285;45,31424;Test1;NONE;0
1705311321,79522;50,33673;Test1;NONE;0
1705311326,81899;55,36086;Test1;NONE;0
1705311331,83975;60,38099;Test1;NONE;0
1705311336,86242;65,40387;Test1;NONE;0
1705311341,88392;70,42517;Test1;NONE;0
1705311346,90628;75,44748;Test1;NONE;0
1705311351,92856;80,46999;Test1;NONE;0
1705311356,93902;85,48085;Test1;NONE;0
