userID;fecha
FakeUser42;12/01/2024_14:14
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705065308,60020;46,68095;Test1;MEDIUM;0,6182845;0,1823387
1705065309,58804;47,66868;Test1;HIGH;0,6719742;0,1497844
1705065310,59810;48,67876;Test1;HIGH;0,6604922;0,1603416
1705065311,58772;49,66850;Test1;MEDIUM;0,6583266;0,1518919
1705065312,65358;50,73426;Test1;MEDIUM;0,5091897;0,1354296
1705065313,58800;51,66879;Test1;MEDIUM;0,5062297;0,1269481
1705065314,59797;52,67860;Test1;MEDIUM;0,5149761;0,1206594
1705065315,59749;53,67815;Test1;MEDIUM;0,5197868;0,1200003
1705065316,59644;54,67789;Test1;MEDIUM;0,5224008;0,1176471
1705065317,59625;55,67761;Test1;MEDIUM;0,5279873;0,1190732
1705065318,58752;56,66833;Test1;MEDIUM;0,5310034;0,1156337
1705065319,58767;57,66821;Test1;HIGH;0,7362465;0,1171197
1705065320,59745;58,67802;Test1;HIGH;0,7453929;0,1116753
1705065321,58759;59,66811;Test1;HIGH;0,7467221;0,1078941
1705065322,58744;60,66829;Test1;HIGH;0,7432628;0,1125107
1705065323,58779;61,66842;Test1;HIGH;0,7358528;0,1142617
1705065324,59748;62,67804;Test1;HIGH;0,7289035;0,1238098
1705065325,58794;63,66861;Test1;MEDIUM;0,5227137;0,1320522
1705065326,58774;64,66837;Test1;MEDIUM;0,4819582;0,1684814
1705065327,58749;65,66808;Test1;HIGH;0,6633514;0,1782469
1705065328,58713;66,66771;Test1;HIGH;0,6751871;0,1709979
1705065329,58772;67,66849;Test1;MEDIUM;0,4544936;0,1849496
1705065330,58726;68,66816;Test1;MEDIUM;0,6495849;0,1846029
1705065331,58718;69,66808;Test1;MEDIUM;0,4319769;0,2002184
1705065332,58622;70,66763;Test1;MEDIUM;0,6302222;0,1957232
1705065333,58711;71,66786;Test1;MEDIUM;0,4521386;0,2032557
1705065334,58620;72,66731;Test1;MEDIUM;0,6552542;0,199564
1705065335,58703;73,66786;Test1;MEDIUM;0,6258495;0,1901852
1705065336,66596;74,74688;Test1;MEDIUM;0,6458693;0,170832
