userID;fecha
FakeUser42;12/01/2024_10:07
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705050801,66133;336,62656;Test1;HIGH;77
1705050806,68319;341,64862;Test1;HIGH;77
1705050811,70420;346,67041;Test1;HIGH;76
1705050816,72712;351,69235;Test1;HIGH;77
1705050821,74851;356,71399;Test1;HIGH;76
1705050826,75955;361,72501;Test1;MEDIUM;75
1705050831,78194;366,74753;Test1;HIGH;76
1705050836,80449;371,76993;Test1;MEDIUM;75
1705050841,82675;376,79202;Test1;HIGH;77
1705050846,83718;381,80243;Test1;HIGH;78
1705050851,84926;386,81442;Test1;NONE;0
1705050856,87069;391,83588;Test1;NONE;0
1705050861,90582;396,87125;Test1;NONE;0
1705050866,90441;401,86969;Test1;NONE;0
1705050871,92621;406,89172;Test1;NONE;0
1705050876,94931;411,91470;Test1;NONE;0
1705050881,96369;416,92917;Test1;NONE;0
1705050886,98198;421,94714;Test1;NONE;0
1705050892,00359;426,96915;Test1;NONE;0
1705050897,02571;431,99094;Test1;NONE;0
1705050902,04795;437,01346;Test1;NONE;0
1705050907,06975;442,03519;Test1;NONE;0
1705050912,09275;447,05820;Test1;MEDIUM;63
1705050917,11877;452,08414;Test1;MEDIUM;67
1705050922,13571;457,10120;Test1;MEDIUM;70
1705050927,14777;462,11307;Test1;MEDIUM;67
1705050932,17000;467,13556;Test1;LOW;49
1705050937,19135;472,15686;Test1;MEDIUM;64
1705050942,21346;477,17877;Test1;MEDIUM;64
1705050947,23554;482,20117;Test1;LOW;61
1705050952,24796;487,21320;Test1;LOW;62
1705050957,27024;492,23572;Test1;MEDIUM;63
1705050962,29145;497,25656;Test1;MEDIUM;64
1705050967,31314;502,27847;Test1;LOW;57
1705050972,32490;507,29089;Test1;NONE;0
1705050977,34744;512,31262;Test1;LOW;48
1705050982,37004;517,33545;Test1;NONE;0
1705050987,39171;522,35693;Test1;NONE;0
1705050992,40492;527,37030;Test1;HIGH;77
1705050997,42478;532,39038;Test1;MEDIUM;74
1705051002,44351;537,40875;Test1;MEDIUM;66
1705051007,46583;542,43115;Test1;HIGH;76
1705051012,48669;547,45227;Test1;MEDIUM;71
1705051017,50911;552,47461;Test1;MEDIUM;70
1705051022,52190;557,48706;Test1;NONE;0
1705051027,54238;562,50793;Test1;NONE;0
1705051032,56912;567,53436;Test1;LOW;56
1705051037,57851;572,54413;Test1;LOW;31
1705051042,60229;577,56769;Test1;LOW;54
1705051047,62386;582,58948;Test1;MEDIUM;66
1705051052,64581;587,61151;Test1;MEDIUM;69
1705051057,66853;592,63403;Test1;MEDIUM;68
1705051062,67906;597,64441;Test1;MEDIUM;65
1705051067,70248;602,66766;Test1;MEDIUM;69
1705051072,72442;607,68964;Test1;HIGH;76
1705051077,73472;612,70001;Test1;HIGH;79
1705051082,75675;617,72192;Test1;MEDIUM;71
1705051087,76816;622,73376;Test1;NONE;0
1705051092,78995;627,75555;Test1;NONE;0
1705051097,81221;632,77777;Test1;NONE;0
1705051102,84561;637,81110;Test1;HIGH;82
1705051107,84610;642,81165;Test1;NONE;0
1705051112,86779;647,83301;Test1;NONE;0
1705051117,88926;652,85455;Test1;NONE;0
1705051122,91141;657,87665;Test1;NONE;0
1705051127,92260;662,88794;Test1;NONE;0
1705051132,94481;667,91034;Test1;MEDIUM;67
1705051137,96853;672,93378;Test1;MEDIUM;69
1705051143,00384;677,96912;Test1;MEDIUM;70
1705051147,99982;682,96533;Test1;NONE;0
1705051153,02225;687,98749;Test1;NONE;0
1705051158,04449;693,00989;Test1;NONE;0
1705051163,06472;698,03082;Test1;NONE;0
1705051168,07702;703,04248;Test1;NONE;0
1705051173,09967;708,06482;Test1;NONE;0
1705051178,12193;713,08746;Test1;NONE;0
1705051183,14493;718,11053;Test1;LOW;43
1705051188,16682;723,13232;Test1;LOW;41
1705051193,18894;728,15448;Test1;LOW;42
1705051198,21110;733,17645;Test1;HIGH;76
1705051203,21098;738,17645;Test1;NONE;0
1705051208,23250;743,19806;Test1;NONE;0
1705051213,25495;748,22021;Test1;NONE;0
1705051218,27632;753,24182;Test1;NONE;0
1705051223,29088;758,25690;Test1;NONE;0
1705051228,31032;763,27563;Test1;NONE;0
1705051233,34478;768,31055;Test1;MEDIUM;75
1705051238,35478;773,32007;Test1;NONE;0
1705051243,36629;778,33154;Test1;NONE;0
1705051248,38780;783,35303;Test1;NONE;0
1705051253,41001;788,37561;Test1;NONE;0
1705051258,43191;793,39709;Test1;NONE;0
1705051263,45299;798,41864;Test1;MEDIUM;71
1705051268,47484;803,44055;Test1;MEDIUM;74
1705051273,49734;808,46265;Test1;HIGH;78
1705051278,50938;813,47485;Test1;HIGH;79
1705051283,53159;818,49707;Test1;HIGH;79
1705051288,55343;823,51855;Test1;HIGH;80
1705051293,57470;828,53998;Test1;HIGH;78
1705051298,58702;833,55237;Test1;HIGH;79
1705051303,60944;838,57489;Test1;MEDIUM;74
1705051308,63176;843,59692;Test1;HIGH;78
1705051313,64292;848,60822;Test1;HIGH;79
1705051318,66486;853,63049;Test1;HIGH;79
1705051323,68653;858,65253;Test1;HIGH;80
1705051328,70912;863,67438;Test1;HIGH;82
1705051333,71982;868,68512;Test1;NONE;0
1705051338,73247;873,69775;Test1;NONE;0
1705051343,75222;878,71765;Test1;NONE;0
1705051348,77510;883,74023;Test1;NONE;0
1705051353,78634;888,75201;Test1;NONE;0
1705051358,80905;893,77441;Test1;NONE;0
1705051363,83116;898,79633;Test1;NONE;0
1705051368,85164;903,81702;Test1;NONE;0
1705051373,86389;908,82916;Test1;NONE;0
1705051378,88615;913,85138;Test1;NONE;0
1705051383,90866;918,87402;Test1;NONE;0
1705051388,93036;923,89587;Test1;NONE;0
1705051393,94108;928,90643;Test1;NONE;0
1705051398,96380;933,92938;Test1;NONE;0
1705051403,98507;938,95105;Test1;MEDIUM;68
1705051409,00760;943,97290;Test1;MEDIUM;66
1705051414,03073;948,99591;Test1;MEDIUM;66
1705051419,05188;954,01703;Test1;MEDIUM;68
1705051424,07405;959,03937;Test1;MEDIUM;67
1705051429,09031;964,05591;Test1;MEDIUM;70
1705051434,11170;969,07703;Test1;MEDIUM;70
1705051439,12389;974,08905;Test1;MEDIUM;70
1705051444,14604;979,11127;Test1;MEDIUM;71
1705051449,16795;984,13336;Test1;MEDIUM;73
1705051454,19088;989,15607;Test1;MEDIUM;72
1705051459,20662;994,17194;Test1;MEDIUM;72
1705051464,22828;999,19379;Test1;MEDIUM;69
1705051469,25094;1004,21606;Test1;MEDIUM;70
1705051474,26337;1009,22876;Test1;MEDIUM;69
1705051479,28523;1014,25061;Test1;MEDIUM;68
1705051484,30720;1019,27252;Test1;MEDIUM;66
1705051489,32238;1024,28772;Test1;MEDIUM;69
1705051494,33915;1029,30457;Test1;MEDIUM;65
1705051499,36214;1034,32776;Test1;MEDIUM;70
1705051504,38440;1039,34961;Test1;LOW;44
1705051509,39495;1044,36060;Test1;MEDIUM;63
1705051514,41511;1049,38098;Test1;MEDIUM;70
1705051519,43895;1054,40442;Test1;MEDIUM;71
1705051524,45884;1059,42444;Test1;MEDIUM;71
1705051529,47723;1064,44250;Test1;MEDIUM;67
1705051534,49913;1069,46436;Test1;MEDIUM;67
1705051539,50982;1074,47534;Test1;MEDIUM;65
1705051544,53237;1079,49768;Test1;MEDIUM;65
1705051549,55522;1084,52075;Test1;MEDIUM;71
1705051554,58602;1089,55115;Test1;MEDIUM;68
1705051559,59283;1094,55847;Test1;MEDIUM;68
1705051564,61163;1099,57715;Test1;MEDIUM;70
1705051569,63130;1104,59692;Test1;MEDIUM;68
1705051574,64386;1109,60938;Test1;MEDIUM;68
1705051579,66624;1114,63171;Test1;MEDIUM;67
1705051584,68816;1119,65332;Test1;MEDIUM;68
1705051589,71066;1124,67603;Test1;MEDIUM;68
1705051594,72480;1129,69043;Test1;MEDIUM;68
1705051599,74722;1134,71289;Test1;MEDIUM;72
1705051604,76123;1139,72644;Test1;MEDIUM;70
1705051609,78346;1144,74915;Test1;MEDIUM;69
1705051614,80659;1149,77197;Test1;MEDIUM;70
1705051619,84784;1154,81348;Test1;MEDIUM;71
1705051624,83958;1159,80481;Test1;HIGH;76
1705051629,86162;1164,82690;Test1;HIGH;77
1705051634,88349;1169,84875;Test1;HIGH;81
1705051639,90978;1174,87537;Test1;HIGH;80
1705051644,93915;1179,90442;Test1;HIGH;76
1705051649,94218;1184,90771;Test1;MEDIUM;74
1705051654,96321;1189,92847;Test1;MEDIUM;72
1705051659,97182;1194,93701;Test1;MEDIUM;70
1705051664,99295;1199,95813;Test1;MEDIUM;72
1705051670,01497;1204,98035;Test1;MEDIUM;73
1705051675,04392;1210,01001;Test1;MEDIUM;74
1705051680,04931;1215,01477;Test1;MEDIUM;75
1705051685,07106;1220,03650;Test1;MEDIUM;75
1705051690,09250;1225,05786;Test1;MEDIUM;73
1705051695,11479;1230,07996;Test1;MEDIUM;72
1705051700,12719;1235,09253;Test1;MEDIUM;71
1705051705,14908;1240,11450;Test1;MEDIUM;70
1705051710,17268;1245,13831;Test1;MEDIUM;70
1705051715,19169;1250,15698;Test1;MEDIUM;70
1705051720,20378;1255,16919;Test1;MEDIUM;72
1705051725,22675;1260,19226;Test1;MEDIUM;75
