userID;fecha
FakeUser42;11/01/2024_10:03
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1704963794,05313;,06152;Test1;ENTRA_HEAD;Tree
1704963795,80740;1,81529;Test1;SALE_HEAD;Character
1704963801,30434;7,31245;Test1;ENTRA_HEAD;Attach
1704963802,66041;8,66817;Test1;SALE_HEAD;Platform
1704963802,83882;8,84664;Test1;ENTRA_HEAD;Grass
1704963802,86069;8,86870;Test1;ENTRA;Center Wall
1704963803,29278;9,30078;Test1;SALE_HEAD;Grass
1704963803,31534;9,32319;Test1;SALE;Center Wall
1704963803,38175;9,38953;Test1;ENTRA_HEAD;Grass
1704963803,50330;9,51127;Test1;SALE_HEAD;Grass
1704963803,50330;9,51142;Test1;ENTRA;Tree
1704963803,63391;9,64162;Test1;ENTRA_HEAD;Screen
1704963803,78906;9,79755;Test1;SALE_HEAD;Screen
1704963803,80088;9,80872;Test1;ENTRA_HEAD;Screen
1704963804,59655;10,60457;Test1;SALE_HEAD;Screen
1704963804,71832;10,72625;Test1;SALE;Tree
1704963804,75105;10,75921;Test1;ENTRA;Screen
1704963804,78492;10,79308;Test1;SALE;Screen
1704963804,80740;10,81526;Test1;ENTRA;Grass
1704963804,91798;10,92590;Test1;SALE;Screen
1704963804,92806;10,93597;Test1;ENTRA_HEAD;Grass
1704963804,92806;10,93600;Test1;ENTRA;Screen
1704963805,00694;11,01492;Test1;SALE;Grass
1704963805,01815;11,02601;Test1;ENTRA;Button Pause
1704963805,06257;11,07057;Test1;SALE;Bottom Socket
1704963805,07290;11,08095;Test1;ENTRA;Bottom Socket
1704963805,08472;11,09263;Test1;SALE;Bottom Socket
1704963805,18483;11,19276;Test1;ENTRA;Bottom Socket
1704963805,19524;11,20344;Test1;SALE;Bottom Socket
1704963805,20711;11,21519;Test1;ENTRA;MainBlock
1704963805,45106;11,45904;Test1;SALE_HEAD;Grass
1704963806,68467;12,69270;Test1;SALE;MainBlock
1704963806,79548;12,80353;Test1;ENTRA;MainBlock
1704963806,89534;12,90335;Test1;ENTRA_HEAD;Bottom Socket
1704963806,90706;12,91527;Test1;SALE_HEAD;Bottom Socket
1704963807,02824;13,03607;Test1;ENTRA_HEAD;Button Pause
1704963807,04023;13,04829;Test1;SALE_HEAD;Button Pause
1704963807,11820;13,12633;Test1;ENTRA_HEAD;Button Pause
1704963807,32855;13,33626;Test1;SALE;Button Play
1704963807,34050;13,34858;Test1;ENTRA;Button Play
1704963808,37317;14,38125;Test1;SALE;Right Socket
1704963808,38460;14,39256;Test1;ENTRA;Screen
1704963810,18484;16,19286;Test1;SALE;Shelf (3)
1704963810,20704;16,21516;Test1;ENTRA;Center Wall
1704963814,72809;20,73598;Test1;SALE_HEAD;Screen
1704963814,86150;20,86939;Test1;ENTRA_HEAD;Tree
1704963815,32815;21,33617;Test1;SALE_HEAD;Tree
1704963815,34963;21,35759;Test1;SALE;Grass
1704963815,48366;21,49169;Test1;ENTRA;Grass
1704963815,83939;21,84738;Test1;ENTRA_HEAD;Tree
1704963816,30662;22,31435;Test1;SALE;Rock
1704963816,39676;22,40478;Test1;ENTRA;Character
1704963816,45043;22,45815;Test1;SALE_HEAD;Tree
1704963816,46144;22,46939;Test1;SALE;Rock
1704963816,57195;22,58000;Test1;ENTRA;Grass
1704963816,82797;22,83602;Test1;SALE;Bottom Socket
1704963817,03955;23,04755;Test1;ENTRA_HEAD;Grass
1704963817,10524;23,11382;Test1;ENTRA;Left Wall
1704963817,22852;23,23641;Test1;SALE_HEAD;Grass
1704963817,51717;23,52504;Test1;ENTRA_HEAD;Right Socket
1704963818,01718;24,02492;Test1;SALE_HEAD;Right Socket
1704963818,06133;24,06946;Test1;ENTRA_HEAD;Right Socket
1704963821,61639;27,62442;Test1;SALE_HEAD;Right Wall
1704963821,94946;27,95750;Test1;SALE;Screen
