userID;fecha
FakeUser42;15/01/2024_10:39
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705311590,67066;20,07924;Test1;NONE;0
1705311595,68980;25,09871;Test1;NONE;0
1705311600,71321;30,12191;Test1;NONE;0
1705311605,72520;35,13402;Test1;NONE;0
1705311610,74661;40,15533;Test1;NONE;0
1705311615,76862;45,17727;Test1;NONE;0
1705311620,79031;50,19943;Test1;NONE;0
1705311625,81316;55,22201;Test1;NONE;0
1705311630,83567;60,24436;Test1;NONE;0
1705311635,84618;65,25505;Test1;NONE;0
1705311640,86893;70,27781;Test1;NONE;0
1705311645,89142;75,30009;Test1;NONE;0
1705311650,91354;80,32204;Test1;NONE;0
1705311655,93525;85,34377;Test1;NONE;0
1705311660,94673;90,35542;Test1;NONE;0
1705311665,98066;95,38962;Test1;NONE;0
1705311670,99109;100,39987;Test1;NONE;0
1705311676,02001;105,42925;Test1;NONE;0
1705311681,03457;110,44320;Test1;NONE;0
1705311686,04621;115,45506;Test1;NONE;0
1705311691,06743;120,47628;Test1;NONE;0
1705311696,09001;125,49861;Test1;NONE;0
