userID;fecha
FakeUser42;15/01/2024_11:55
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705316272,86893;163,23480;Test1;NONE;0
1705316272,96233;163,32892;Test1;NONE;0
1705316273,06817;163,43387;Test1;NONE;0
1705316273,19115;163,55693;Test1;NONE;0
1705316273,30535;163,67128;Test1;NONE;0
1705316273,40944;163,77577;Test1;NONE;0
1705316273,51532;163,88174;Test1;NONE;0
1705316273,60414;163,97012;Test1;NONE;0
1705316273,70130;164,06760;Test1;NONE;0
1705316273,79042;164,15656;Test1;NONE;0
1705316273,88731;164,25377;Test1;NONE;0
1705316273,99291;164,35916;Test1;NONE;0
1705316274,08676;164,45297;Test1;NONE;0
1705316274,19127;164,55746;Test1;NONE;0
1705316274,27734;164,64386;Test1;NONE;0
1705316274,38054;164,74690;Test1;NONE;0
1705316274,74860;165,11443;Test1;NONE;0
1705316274,82719;165,19370;Test1;NONE;0
1705316274,92714;165,29376;Test1;NONE;0
1705316275,00388;165,36967;Test1;NONE;0
1705316275,07985;165,44559;Test1;NONE;0
1705316275,19228;165,55908;Test1;NONE;0
1705316275,26707;165,63326;Test1;NONE;0
1705316275,36600;165,73164;Test1;NONE;0
1705316275,45052;165,81664;Test1;NONE;0
1705316275,54846;165,91479;Test1;NONE;0
1705316275,62318;165,98970;Test1;NONE;0
1705316275,69605;166,06281;Test1;NONE;0
1705316275,79787;166,16440;Test1;NONE;0
1705316278,38067;168,74725;Test1;NONE;0
1705316287,77001;178,13586;Test1;NONE;0
1705316288,41940;178,78600;Test1;NONE;0
1705316293,44008;183,80702;Test1;NONE;0
1705316298,46101;188,82684;Test1;NONE;0
1705316303,48291;193,84891;Test1;NONE;0
1705316308,50182;198,86835;Test1;NONE;0
1705316313,51996;203,88652;Test1;NONE;0
1705316318,54394;208,91017;Test1;NONE;0
1705316323,56076;213,92682;Test1;NONE;0
