userID;fecha
FakeUser42;11/01/2024_16:33
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1704987267,20301;60,54275;Test1;HIGH;0,7009208;0,07292623
1704987268,19999;61,53994;Test1;HIGH;0,6964293;0,06998337
1704987269,19985;62,53990;Test1;HIGH;0,6954726;0,07070259
1704987270,19974;63,53953;Test1;HIGH;0,709721;0,06746274
1704987271,19970;64,53948;Test1;HIGH;0,7064804;0,07396828
1704987272,20031;65,54061;Test1;HIGH;0,7176211;0,07195796
1704987273,19910;66,53906;Test1;MEDIUM;0,5019082;0,08036721
1704987274,19882;67,53888;Test1;MEDIUM;0,4985211;0,08244526
1704987275,19917;68,53912;Test1;MEDIUM;0,610805;0,1201813
1704987276,19876;69,53874;Test1;MEDIUM;0,4124518;0,1051691
1704987277,19917;70,53922;Test1;MEDIUM;0,4240739;0,1075303
1704987278,19909;71,53901;Test1;MEDIUM;0,4486416;0,09196977
1704987279,20999;72,55055;Test1;MEDIUM;0,479285;0,08827841
1704987280,21135;73,55115;Test1;MEDIUM;0,5081037;0,0798816
1704987281,21097;74,55106;Test1;MEDIUM;0,5121052;0,07768536
1704987282,21089;75,55073;Test1;MEDIUM;0,5251596;0,07917558
1704987283,21155;76,55135;Test1;MEDIUM;0,5291117;0,07731074
1704987284,21112;77,55105;Test1;MEDIUM;0,5094954;0,09113111
1704987285,21077;78,55087;Test1;HIGH;0,6824582;0,1103878
1704987286,20998;79,55060;Test1;MEDIUM;0,5034522;0,1201701
1704987287,19869;80,53881;Test1;MEDIUM;0,5102968;0,1002944
1704987288,19896;81,53901;Test1;MEDIUM;0,5219198;0,1713959
1704987289,19905;82,53911;Test1;LOW;0,2310624;0,1666097
1704987290,19892;83,53902;Test1;LOW;0,2538072;0,1797606
1704987291,19894;84,53885;Test1;MEDIUM;0,5034719;0,1702909
1704987292,19886;85,53864;Test1;MEDIUM;0,514877;0,1704306
1704987293,19807;86,53828;Test1;MEDIUM;0,5278833;0,1869286
1704987294,19986;87,53970;Test1;MEDIUM;0,585239;0,1914662
1704987295,19832;88,53880;Test1;MEDIUM;0,3826828;0,2093563
1704987296,19890;89,53873;Test1;MEDIUM;0,4253939;0,1898403
1704987297,19880;90,53867;Test1;MEDIUM;0,4116717;0,2034601
1704987298,19882;91,53880;Test1;MEDIUM;0,395837;0,2048927
1704987299,19862;92,53844;Test1;MEDIUM;0,3761859;0,2250605
1704987300,20315;93,54300;Test1;MEDIUM;0,3807759;0,2161775
1704987301,20091;94,54081;Test1;MEDIUM;0,370859;0,2224857
1704987302,19909;95,53898;Test1;MEDIUM;0,3603067;0,2235207
1704987303,19912;96,53905;Test1;MEDIUM;0,3440293;0,2337998
1704987304,19849;97,53869;Test1;HIGH;0,7729419;0,2483046
1704987305,19856;98,53873;Test1;HIGH;0,7188354;0,2439211
1704987306,19931;99,53917;Test1;MEDIUM;0,6439605;0,2302565
1704987307,19906;100,53892;Test1;MEDIUM;0,6351756;0,2225147
1704987308,19852;101,53869;Test1;MEDIUM;0,6347319;0,1834042
1704987309,20656;102,54710;Test1;MEDIUM;0,6286374;0,1576798
1704987310,19547;103,53532;Test1;MEDIUM;0,6314149;0,1431314
1704987311,20683;104,54691;Test1;MEDIUM;0,6287546;0,1501718
1704987312,19548;105,53541;Test1;MEDIUM;0,6354215;0,1519417
1704987313,20700;106,54716;Test1;MEDIUM;0,6361025;0,1578033
1704987314,19522;107,53525;Test1;MEDIUM;0,6405802;0,1678132
1704987315,20697;108,54678;Test1;HIGH;0,6634506;0,1903692
1704987316,19528;109,53515;Test1;HIGH;0,6867791;0,2025611
1704987317,20697;110,54687;Test1;HIGH;0,7196661;0,2031003
1704987318,20725;111,54700;Test1;HIGH;0,7953821;0,2004133
1704987319,20756;112,54749;Test1;MEDIUM;0,4060457;0,199941
1704987320,20710;113,54702;Test1;MEDIUM;0,415843;0,1931891
1704987321,20716;114,54716;Test1;MEDIUM;0,3770457;0,1721838
1704987322,20671;115,54676;Test1;MEDIUM;0,3553591;0,1613055
1704987323,20757;116,54742;Test1;MEDIUM;0,373353;0,1665658
