userID;fecha
FakeUser42;15/01/2024_10:34
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1705311273,43852;1,97954;Test1;ENTRA_HEAD;Character
1705311274,80264;3,34395;Test1;ENTRA;Center Wall
1705311274,83447;3,37579;Test1;SALE;Rock
1705311274,86625;3,40748;Test1;ENTRA;Screen
1705311274,88255;3,42373;Test1;SALE;Screen
1705311274,89850;3,43968;Test1;ENTRA;Screen
1705311274,91464;3,45597;Test1;SALE;Screen
1705311274,93115;3,47223;Test1;ENTRA;Screen
1705311274,97050;3,51191;Test1;SALE;Screen
1705311275,01743;3,55930;Test1;ENTRA;Screen
1705311275,05003;3,59135;Test1;SALE;Screen
1705311275,06645;3,60773;Test1;ENTRA;Screen
1705311275,12206;3,66344;Test1;SALE;Screen
1705311275,15301;3,69436;Test1;ENTRA;Screen
1705311275,16859;3,71001;Test1;SALE;Screen
1705311275,18403;3,72552;Test1;ENTRA;Screen
1705311275,49872;4,04003;Test1;SALE_HEAD;Screen
1705311275,53007;4,07160;Test1;SALE;Grass
1705311275,58739;4,12848;Test1;ENTRA;Grass
1705311275,84727;4,38879;Test1;SALE;Grass
1705311275,93389;4,47504;Test1;ENTRA;Platform
1705311275,99882;4,54051;Test1;SALE;Platform
1705311276,01467;4,55609;Test1;ENTRA;Platform
1705311276,03111;4,57243;Test1;SALE;Platform
1705311276,08570;4,62708;Test1;ENTRA;Platform
1705311276,54774;5,08914;Test1;SALE;Platform
1705311276,57844;5,11992;Test1;ENTRA;Platform
1705311276,60985;5,15136;Test1;SALE;Platform
1705311276,64174;5,18322;Test1;ENTRA;Platform
1705311276,67269;5,21412;Test1;SALE;Platform
1705311276,92456;5,46595;Test1;ENTRA_HEAD;Grass
1705311276,92456;5,46600;Test1;ENTRA;Center Wall
1705311278,82126;7,36258;Test1;SALE;Bottom Socket
1705311278,84406;7,38546;Test1;ENTRA;Grass
1705311278,85600;7,39710;Test1;SALE;Grass
1705311278,86539;7,40724;Test1;ENTRA;Grass
1705311278,88839;7,42965;Test1;SALE;Grass
1705311278,92132;7,46270;Test1;ENTRA;Grass
1705311278,93230;7,47423;Test1;SALE;Grass
1705311278,98826;7,52955;Test1;ENTRA;Grass
1705311278,99876;7,54026;Test1;SALE;Grass
1705311279,02122;7,56274;Test1;ENTRA;Right Socket
1705311279,12127;7,66270;Test1;SALE_HEAD;Grass
1705311279,18845;7,72973;Test1;ENTRA_HEAD;Grass
1705311279,56520;8,10666;Test1;SALE_HEAD;Grass
1705311279,62512;8,16648;Test1;ENTRA_HEAD;WhileBlock(Clone)
1705311279,65428;8,19544;Test1;SALE_HEAD;WhileBlock(Clone)
1705311279,86395;8,40539;Test1;ENTRA_HEAD;Grass
1705311281,17900;9,72038;Test1;SALE;Tree
1705311281,26831;9,80940;Test1;SALE_HEAD;Grass
1705311281,29054;9,83180;Test1;ENTRA;WhileBlock(Clone)
1705311281,63424;10,17561;Test1;ENTRA_HEAD;Grass
1705311281,79111;10,33224;Test1;SALE;WhileBlock(Clone)
1705311281,80108;10,34236;Test1;ENTRA;Grass
1705311283,50063;12,04206;Test1;SALE;WhileBlock(Clone)
1705311283,65681;12,19807;Test1;ENTRA;WhileBlock(Clone)
1705311285,13437;13,67560;Test1;SALE;WhileBlock(Clone)
1705311285,23763;13,77918;Test1;ENTRA;WhileBlock(Clone)
1705311286,41270;14,95393;Test1;SALE;WhileBlock(Clone)
1705311286,43425;14,97546;Test1;ENTRA;Right Socket
1705311286,86787;15,40926;Test1;SALE;WhileBlock(Clone)
1705311286,95659;15,49769;Test1;ENTRA;Bottom Socket
1705311286,97832;15,51981;Test1;SALE;Bottom Socket
1705311287,01251;15,55368;Test1;ENTRA;Bottom Socket
1705311287,02327;15,56479;Test1;SALE;Bottom Socket
