userID;fecha
FakeUser42;15/01/2024_09:56
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705309051,95331;46,73366;Test1;MEDIUM;0,5548575;0,1531602
1705309052,97218;47,75230;Test1;MEDIUM;0,5514104;0,1540112
1705309053,93975;48,71997;Test1;MEDIUM;0,5581201;0,1586794
1705309054,93954;49,71986;Test1;MEDIUM;0,5418499;0,172792
1705309055,93951;50,71981;Test1;MEDIUM;0,6139719;0,1818863
1705309056,93999;51,72013;Test1;MEDIUM;0,3586753;0,1647307
1705309057,93919;52,71965;Test1;MEDIUM;0,3368252;0,1374224
1705309058,94014;53,72044;Test1;MEDIUM;0,3471147;0,1442569
1705309059,93995;54,72004;Test1;LOW;0,3207274;0,1257302
1705309060,93944;55,71992;Test1;LOW;0,3091485;0,115203
1705309061,93948;56,71986;Test1;LOW;0,3048163;0,1092025
1705309062,93990;57,72033;Test1;LOW;0,314176;0,1187015
1705309063,94007;58,72026;Test1;LOW;0,2938231;0,1185068
1705309064,93952;59,71987;Test1;LOW;0,2778264;0,1190619
1705309065,93964;60,72001;Test1;LOW;0,2705062;0,1193601
1705309066,93919;61,71968;Test1;LOW;0,2695394;0,1225564
1705309067,93971;62,72022;Test1;LOW;0,2822894;0,1380797
1705309068,93967;63,71983;Test1;LOW;0,2937512;0,1532947
1705309069,93977;64,72021;Test1;LOW;0,3129208;0,171512
1705309070,93953;65,71992;Test1;LOW;0,3042261;0,1670152
1705309071,93963;66,72012;Test1;MEDIUM;0,3304935;0,1944036
1705309072,93964;67,71987;Test1;LOW;0,3195807;0,1914542
1705309073,93936;68,71970;Test1;LOW;0,3248246;0,2077847
1705309074,93945;69,71989;Test1;LOW;0,2945756;0,1899838
1705309075,93945;70,71970;Test1;LOW;0,2886706;0,1916842
1705309076,95044;71,73093;Test1;LOW;0,2902465;0,1945282
1705309077,93965;72,71973;Test1;LOW;0,3022774;0,2089378
1705309078,93915;73,71954;Test1;LOW;0,3043322;0,2162966
1705309079,95296;74,73333;Test1;LOW;0,3018623;0,2406329
1705309080,93948;75,71987;Test1;LOW;0,2990274;0,2352551
1705309081,93944;76,71974;Test1;LOW;0,286231;0,2345407
1705309082,93885;77,71937;Test1;LOW;0,2992986;0,2168827
1705309083,92746;78,70822;Test1;LOW;0,2990734;0,2097728
1705309084,92754;79,70761;Test1;LOW;0,2853639;0,1913392
1705309085,93989;80,72009;Test1;LOW;0,2859697;0,1949213
1705309086,93991;81,72012;Test1;LOW;0,2688703;0,1747604
1705309087,93909;82,71959;Test1;LOW;0,2751196;0,1790219
1705309088,93924;83,71970;Test1;LOW;0,2882895;0,1779041
1705309089,93992;84,72014;Test1;LOW;0,3095025;0,2032146
1705309090,93940;85,71973;Test1;LOW;0,2881362;0,1738505
1705309091,93930;86,71983;Test1;LOW;0,2898643;0,1663837
1705309092,93942;87,71964;Test1;LOW;0,2537166;0,1530845
1705309093,93865;88,71906;Test1;LOW;0,2705027;0,1568919
1705309094,97414;89,75459;Test1;LOW;0,2464742;0,1511214
1705309095,93928;90,71972;Test1;LOW;0,2430176;0,1460706
1705309096,93900;91,71936;Test1;LOW;0,2399644;0,1495562
1705309097,93963;92,71994;Test1;LOW;0,3015452;0,1770042
1705309098,93948;93,71970;Test1;LOW;0,3280599;0,229823
1705309099,93904;94,71938;Test1;MEDIUM;0,3401582;0,2151467
1705309100,93895;95,71915;Test1;MEDIUM;0,3536255;0,2038762
1705309101,93889;96,71926;Test1;MEDIUM;0,3487329;0,1829467
1705309102,93869;97,71923;Test1;LOW;0,3214988;0,170265
1705309103,93926;98,71957;Test1;LOW;0,3204802;0,1646842
1705309104,93900;99,71912;Test1;LOW;0,3114916;0,1629272
1705309105,93423;100,71484;Test1;LOW;0,3115095;0,1862481
1705309106,93887;101,71912;Test1;LOW;0,2847727;0,1918885
1705309107,93829;102,71884;Test1;HIGH;0,7369222;0,1623254
1705309108,93479;103,71521;Test1;LOW;0,2859874;0,1776976
1705309109,93914;104,71936;Test1;MEDIUM;0,5211165;0,169082
1705309110,93857;105,71892;Test1;LOW;0,2582872;0,1848954
1705309111,93351;106,71372;Test1;LOW;0,2442226;0,1781306
1705309112,93840;107,71885;Test1;LOW;0,2203771;0,1877461
1705309113,93969;108,72005;Test1;LOW;0,218026;0,1873881
1705309114,93752;109,71847;Test1;LOW;0,1746606;0,1783217
1705309115,93866;110,71935;Test1;MEDIUM;0,4566871;0,1725373
1705309116,93841;111,71883;Test1;MEDIUM;0,4776114;0,1604713
1705309117,94271;112,72309;Test1;LOW;0,1953305;0,1692837
1705309118,93882;113,71918;Test1;LOW;0,204673;0,1746717
1705309119,93846;114,71877;Test1;LOW;0,2449436;0,1792201
1705309120,93759;115,71848;Test1;MEDIUM;0,4890996;0,1847969
1705309121,93908;116,71931;Test1;LOW;0,2257575;0,1966989
1705309122,93837;117,71877;Test1;MEDIUM;0,5092385;0,1886125
1705309123,93851;118,71900;Test1;LOW;0,2599353;0,2019458
1705309124,93833;119,71854;Test1;MEDIUM;0,5275441;0,2003559
1705309125,93857;120,71867;Test1;MEDIUM;0,5315986;0,1939709
1705309126,93842;121,71849;Test1;MEDIUM;0,5382628;0,1785424
1705309127,93834;122,71840;Test1;MEDIUM;0,5497926;0,1577225
1705309128,93747;123,71823;Test1;MEDIUM;0,5445431;0,1354568
