userID;fecha
FakeUser42;15/01/2024_10:27
unixTimestamp;Timestamp;Situacion;Carga Cognitiva;Valor;Desviación
1705310959,63441;118,83403;Test1;MEDIUM;0,4348652;0,1829901
1705310960,63478;119,83418;Test1;MEDIUM;0,4140283;0,1705246
1705310961,63464;120,83414;Test1;MEDIUM;0,3814773;0,1562329
1705310962,63425;121,83401;Test1;MEDIUM;0,3814142;0,1544534
1705310963,63958;122,83936;Test1;MEDIUM;0,3722025;0,1461412
1705310964,64574;123,84555;Test1;MEDIUM;0,3737654;0,1538198
1705310965,64651;124,84600;Test1;MEDIUM;0,362449;0,1613387
1705310966,63434;125,83373;Test1;MEDIUM;0,3748109;0,1786222
1705310967,63442;126,83385;Test1;MEDIUM;0,3644076;0,1771243
1705310968,64610;127,84595;Test1;MEDIUM;0,3406615;0,1630792
1705310969,63385;128,83366;Test1;LOW;0,3048857;0,147265
1705310970,63453;129,83432;Test1;LOW;0,2824163;0,132968
1705310971,64539;130,84521;Test1;LOW;0,2677207;0,1213018
1705310972,63408;131,83391;Test1;LOW;0,2677416;0,1214788
1705310973,64528;132,84488;Test1;LOW;0,2915146;0,141312
1705310974,63398;133,83340;Test1;LOW;0,3193782;0,1618145
1705310975,63348;134,83290;Test1;LOW;0,3222423;0,1586922
1705310976,63341;135,83305;Test1;LOW;0,326152;0,1581028
1705310977,63426;136,83363;Test1;LOW;0,3209809;0,1569953
1705310978,63361;137,83334;Test1;MEDIUM;0,333827;0,1648542
1705310979,63406;138,83348;Test1;LOW;0,3119185;0,142893
1705310980,63348;139,83319;Test1;LOW;0,3204561;0,1512177
1705310981,63345;140,83305;Test1;MEDIUM;0,3401074;0,1762342
1705310982,63352;141,83328;Test1;MEDIUM;0,3527479;0,2135543
1705310983,63388;142,83339;Test1;LOW;0,3126195;0,2127708
1705310984,63348;143,83328;Test1;MEDIUM;0,4851529;0,201665
1705310985,63395;144,83357;Test1;HIGH;0,6601943;0,1816623
1705310986,63382;145,83366;Test1;MEDIUM;0,6561096;0,1912328
1705310987,63345;146,83316;Test1;HIGH;0,6792395;0,1870139
1705310988,63367;147,83351;Test1;HIGH;0,7076771;0,1780816
1705310989,63694;148,83653;Test1;HIGH;0,7249077;0,1734318
1705310990,63419;149,83372;Test1;HIGH;0,72405;0,1665223
1705310991,63364;150,83345;Test1;HIGH;0,746678;0,162444
1705310992,63377;151,83325;Test1;MEDIUM;0,5693053;0,1453666
1705310993,63396;152,83377;Test1;MEDIUM;0,574159;0,1288098
1705310994,63420;153,83359;Test1;MEDIUM;0,5627735;0,1234984
1705310995,63367;154,83330;Test1;MEDIUM;0,4966888;0,1239785
1705310996,63387;155,83350;Test1;MEDIUM;0,5094845;0,1189666
1705310997,63374;156,83357;Test1;MEDIUM;0,4693614;0,1219897
1705310998,63360;157,83319;Test1;MEDIUM;0,4759652;0,1146887
1705310999,64601;158,84566;Test1;MEDIUM;0,4306675;0,1054847
1705311000,63407;159,83383;Test1;MEDIUM;0,4577905;0,1078815
1705311001,63793;160,83731;Test1;MEDIUM;0,5501288;0,0621249
1705311002,64610;161,84579;Test1;MEDIUM;0,5097723;0,07187717
1705311003,65000;162,84955;Test1;MEDIUM;0,4378212;0,0869321
1705311004,63350;163,83328;Test1;MEDIUM;0,4170504;0,1000257
1705311005,63415;164,83362;Test1;MEDIUM;0,3511136;0,1232834
1705311006,63416;165,83369;Test1;LOW;0,2716071;0,1482352
1705311007,63395;166,83357;Test1;MEDIUM;0,5380057;0,1418052
1705311008,63810;167,83771;Test1;MEDIUM;0,5349622;0,1321125
1705311009,63383;168,83328;Test1;MEDIUM;0,5353501;0,1453477
1705311010,63388;169,83342;Test1;MEDIUM;0,5171205;0,1557496
1705311011,63364;170,83318;Test1;MEDIUM;0,4966905;0,1869111
1705311012,63371;171,83331;Test1;MEDIUM;0,4930382;0,1947591
1705311013,63347;172,83310;Test1;MEDIUM;0,5060278;0,1998411
1705311014,63382;173,83363;Test1;MEDIUM;0,5054115;0,1984687
1705311015,63382;174,83331;Test1;LOW;0,3086693;0,2113917
1705311016,63412;175,83351;Test1;MEDIUM;0,3549066;0,201787
1705311017,64595;176,84546;Test1;MEDIUM;0,388357;0,1928047
1705311018,63379;177,83339;Test1;MEDIUM;0,3682846;0,1993498
1705311019,63288;178,83261;Test1;MEDIUM;0,3804199;0,1994351
1705311020,63352;179,83318;Test1;MEDIUM;0,3480163;0,2117656
1705311021,63331;180,83315;Test1;MEDIUM;0,3951913;0,1945984
1705311022,63382;181,83353;Test1;MEDIUM;0,3737167;0,1696169
1705311023,63329;182,83311;Test1;LOW;0,3200973;0,1515414
1705311024,63342;183,83328;Test1;LOW;0,3094405;0,175925
1705311025,63322;184,83302;Test1;LOW;0,2886721;0,1758827
1705311026,63338;185,83293;Test1;LOW;0,285953;0,1618859
1705311027,62625;186,82582;Test1;LOW;0,2738969;0,1454894
1705311028,63374;187,83331;Test1;LOW;0,3109871;0,1675955
1705311029,63339;188,83305;Test1;LOW;0,2907106;0,1435555
1705311030,63357;189,83302;Test1;LOW;0,3297642;0,148764
1705311031,63392;190,83365;Test1;LOW;0,3049614;0,1146826
1705311032,63310;191,83281;Test1;MEDIUM;0,3334576;0,1159059
1705311033,63283;192,83260;Test1;LOW;0,2855665;0,08604492
1705311034,64571;193,84520;Test1;LOW;0,2738259;0,07955916
1705311035,63291;194,83260;Test1;LOW;0,2569238;0,06725221
1705311036,64999;195,84943;Test1;MEDIUM;0,5269727;0,07893956
1705311037,63297;196,83260;Test1;LOW;0,2785879;0,1207665
1705311038,64484;197,84465;Test1;LOW;0,2803121;0,1227713
1705311039,64430;198,84410;Test1;LOW;0,2662506;0,1178463
1705311040,64420;199,84383;Test1;LOW;0,2857163;0,1347737
1705311041,63279;200,83246;Test1;LOW;0,2873825;0,1465805
1705311042,63293;201,83260;Test1;LOW;0,3001331;0,1689165
1705311043,63367;202,83321;Test1;LOW;0,2961327;0,1592326
1705311044,63366;203,83351;Test1;LOW;0,3180691;0,1680075
1705311045,63329;204,83289;Test1;MEDIUM;0,5145457;0,2035818
1705311046,63367;205,83348;Test1;LOW;0,2570578;0,2277787
1705311047,64571;206,84557;Test1;LOW;0,2709181;0,2334002
1705311048,63366;207,83315;Test1;LOW;0,2858027;0,2400259
1705311049,64562;208,84503;Test1;LOW;0,2477018;0,2314553
1705311050,63321;209,83304;Test1;LOW;0,2184199;0,2324964
1705311051,63362;210,83316;Test1;LOW;0,1981726;0,205388
1705311052,63359;211,83328;Test1;MEDIUM;0,6418157;0,1812389
1705311053,63358;212,83325;Test1;MEDIUM;0,6429535;0,1601912
1705311054,63377;213,83348;Test1;MEDIUM;0,6520005;0,1518589
1705311055,63710;214,83665;Test1;HIGH;0,664201;0,1296598
1705311056,63380;215,83327;Test1;HIGH;0,6763592;0,1163753
1705311057,63359;216,83299;Test1;HIGH;0,6710017;0,1140958
1705311058,63297;217,83273;Test1;HIGH;0,6748835;0,1160955
1705311059,63350;218,83324;Test1;HIGH;0,6717705;0,1162322
1705311060,63359;219,83316;Test1;HIGH;0,6695964;0,1219194
1705311061,63353;220,83293;Test1;HIGH;0,6773816;0,130434
1705311062,63390;221,83333;Test1;MEDIUM;0,4999431;0,1408291
1705311063,63351;222,83289;Test1;MEDIUM;0,5130579;0,1352038
1705311064,63338;223,83304;Test1;MEDIUM;0,5095423;0,1412905
1705311065,63438;224,83401;Test1;MEDIUM;0,5152143;0,1447966
1705311066,63280;225,83250;Test1;MEDIUM;0,49713;0,1419139
1705311067,63684;226,83656;Test1;MEDIUM;0,4904;0,1404347
1705311068,63383;227,83369;Test1;MEDIUM;0,4868749;0,1414228
1705311069,63349;228,83313;Test1;HIGH;0,6667027;0,1373577
1705311070,63277;229,83223;Test1;HIGH;0,6605817;0,1478736
1705311071,63342;230,83295;Test1;MEDIUM;0,6451761;0,1497424
1705311072,63427;231,83386;Test1;MEDIUM;0,6526011;0,1584877
1705311073,63387;232,83356;Test1;MEDIUM;0,647208;0,147904
1705311074,64507;233,84447;Test1;MEDIUM;0,6509365;0,1511198
1705311075,63276;234,83240;Test1;MEDIUM;0,6513028;0,1463248
1705311076,63486;235,83495;Test1;HIGH;0,6903411;0,1328869
1705311077,64507;236,84465;Test1;HIGH;0,694744;0,1357145
1705311078,63452;237,83414;Test1;MEDIUM;0,5046882;0,1404039
1705311079,63355;238,83293;Test1;HIGH;0,6874411;0,1431894
1705311080,63412;239,83395;Test1;HIGH;0,6737385;0,1418064
1705311081,63230;240,83195;Test1;HIGH;0,6729836;0,1501353
1705311082,63470;241,83415;Test1;HIGH;0,7028778;0,1550701
1705311083,63416;242,83382;Test1;MEDIUM;0,5195279;0,1646225
1705311084,64515;243,84471;Test1;HIGH;0,7083445;0,166859
1705311085,63414;244,83354;Test1;LOW;0,3205183;0,1775203
1705311086,63605;245,83572;Test1;MEDIUM;0,3571965;0,1812491
1705311087,63315;246,83289;Test1;MEDIUM;0,3832594;0,1828578
1705311088,63398;247,83347;Test1;MEDIUM;0,365285;0,1702814
1705311089,63384;248,83327;Test1;LOW;0,3193915;0,1592019
1705311090,63351;249,83310;Test1;LOW;0,2804672;0,1377969
1705311091,63355;250,83330;Test1;LOW;0,2545087;0,1317204
1705311092,63338;251,83322;Test1;LOW;0,2436813;0,1299542
1705311093,63433;252,83400;Test1;LOW;0,2313752;0,1233048
1705311094,63278;253,83223;Test1;LOW;0,2325776;0,1186233
1705311095,63436;254,83409;Test1;LOW;0,2984613;0,183842
1705311096,63339;255,83324;Test1;MEDIUM;0,3436745;0,2082221
1705311097,64394;256,84351;Test1;LOW;0,226998;0,1406007
1705311098,63241;257,83203;Test1;LOW;0,1932959;0,1325162
1705311099,64387;258,84363;Test1;LOW;0,184977;0,1140246
1705311100,62586;259,82526;Test1;LOW;0,2196077;0,1170639
1705311101,64335;260,84296;Test1;LOW;0,2372498;0,1066488
